bin,M_500c,M_hot_gas_500c_mpq,M_hot_gas_500c_mpq-,M_hot_gas_500c_mpq+,T_sl_wo_recent_AGN_500c_mpq,T_sl_wo_recent_AGN_500c_mpq-,T_sl_wo_recent_AGN_500c_mpq+,L_X_ROSAT_obs_wo_recent_AGN_500c_mpq,L_X_ROSAT_obs_wo_recent_AGN_500c_mpq-,L_X_ROSAT_obs_wo_recent_AGN_500c_mpq+,Y_X_500c_mpq,Y_X_500c_mpq-,Y_X_500c_mpq+,Y_SZ_500c_mpq,Y_SZ_500c_mpq-,Y_SZ_500c_mpq+,T_mw_hot_gas_wo_recent_AGN_500c_mpq,T_mw_hot_gas_wo_recent_AGN_500c_mpq-,T_mw_hot_gas_wo_recent_AGN_500c_mpq+,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_mpq,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_mpq-,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_mpq+,T_sl_500c_mpq,T_sl_500c_mpq-,T_sl_500c_mpq+,T_mw_hot_gas_500c_mpq,T_mw_hot_gas_500c_mpq-,T_mw_hot_gas_500c_mpq+,L_X_ROSAT_obs_500c_mpq,L_X_ROSAT_obs_500c_mpq-,L_X_ROSAT_obs_500c_mpq+,L_X_ROSAT_obs_ce_500c_mpq,L_X_ROSAT_obs_ce_500c_mpq-,L_X_ROSAT_obs_ce_500c_mpq+,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_Y_SZ_500c_mpq,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_Y_SZ_500c_mpq-,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_Y_SZ_500c_mpq+
0,13.0,0.1279417768578405,0.1276532607439642,0.128217523885799,0.219944959236602,0.2189793809154989,0.2208917641086861,0.2849482902015349,0.2841327042653773,0.2857456081349411,0.1257864829258705,0.1254665580702145,0.1260786404904137,0.1171711292131174,0.1169240555993738,0.1174121958977879,0.1949946599024837,0.1944834751223887,0.1955175702527193,0.2035804456590186,0.2028852127692119,0.2042816205479688,0.3982767408040863,0.3954197657870674,0.4008254663761321,0.1976868255575647,0.1971421371882055,0.1982609771047489,0.4306787709877773,0.4292680022577358,0.432124174789176,0.2704126990345488,0.2692248910518901,0.2715788707808462,0.1165925372503901,0.1160860098116106,0.1168303067428792
1,13.078965578947368,0.1164593648580789,0.1162100521043708,0.1167235594367596,0.2118164467643977,0.2106666533673045,0.2129866808576425,0.2575803605168719,0.2567477929386256,0.2584576052914883,0.1181138618554906,0.1178091187386224,0.1184513530133237,0.1080931315028866,0.1078206037327732,0.1083284283698299,0.1803095529876794,0.1797606976145437,0.180785313028732,0.1846495596948685,0.1839877541730575,0.1853207556747058,0.3762631855048133,0.373313771162458,0.3787372121768709,0.1822493588875963,0.1817471883637761,0.1827948881171574,0.3955772613322299,0.3941558494518181,0.3970601720754636,0.2522814723210322,0.2509772697852595,0.2535609049482791,0.107412396124297,0.1070182058233717,0.1076563244658423
2,13.157931157894737,0.1062568724465078,0.106012383247772,0.1065130113615061,0.2058862510035533,0.2044992927849773,0.2073324627300767,0.2325344939388017,0.2317239641651989,0.2333634194168113,0.1117974608244187,0.1114490704697757,0.1121502968543034,0.099819372162617,0.099572895215996,0.1000659687924088,0.1663670745123898,0.1658525090015558,0.1669103079943784,0.1676415540266503,0.1669792103460089,0.1683067785644701,0.3546512491191483,0.3517495387158479,0.3573904057490664,0.1678018247152981,0.1672347839067826,0.1683155360316644,0.3629987288558685,0.361369296697276,0.3646262816542895,0.2346785111240755,0.2333260515771937,0.2360111581332364,0.0989312697978822,0.0985206799432221,0.0991768452751396
3,13.236896736842104,0.0977634234087631,0.0975143141707595,0.0980147105624587,0.2025172630045967,0.200672691552924,0.2042579306889981,0.2105250166827105,0.2096171952488542,0.2114369752581197,0.1070244674011896,0.1066011678537294,0.1073769278450481,0.0926534320966709,0.0923910548059528,0.0928977499862746,0.1539623463573218,0.1534604544701542,0.1544884196716116,0.1531192323830576,0.1524698100961157,0.1537763002234789,0.3348733299258037,0.3317801117704685,0.3382048311083683,0.1549472568756009,0.1544091881002227,0.1554507257148559,0.3341839164434296,0.332639596429237,0.3357977753957061,0.2186378628241141,0.2173334077299416,0.2200467531277995,0.0914935559651735,0.0911025449485318,0.0917642916312935
4,13.315862315789474,0.0910901172111514,0.0908356683291728,0.0913545958071708,0.2019222577494455,0.199454679989505,0.2045336022378734,0.1920234355472375,0.1910865171507646,0.1929210194235872,0.1037413708890754,0.1031574038860554,0.1042632633460846,0.0865906129066967,0.086315477137352,0.0868492200163307,0.1433873968942963,0.1428419698272794,0.1439005105275482,0.1413284027576414,0.1406285649870265,0.1420958212205756,0.3172055138059776,0.3140904590789102,0.3204492029518497,0.1439652206060082,0.1433805443459762,0.1445522800274256,0.3099368794080192,0.3080891636506583,0.3119377767963596,0.2041594710167103,0.2025937942575215,0.2058573453489136,0.0851544096781767,0.0847188976410779,0.0854868392965806
5,13.394827894736842,0.0860342762259532,0.0857606445581636,0.0863137816674789,0.2036234300948276,0.2007247644275076,0.2065195916440468,0.1767264672765017,0.1757918896872636,0.1776814276761979,0.1015818638931886,0.1009253450298738,0.1022365830308863,0.0814484250565546,0.0811665700599613,0.0816991863090044,0.1344038964148569,0.1338155014920195,0.1349589134261874,0.1324979281551801,0.1317405874831377,0.1332366980864222,0.3028609027853369,0.299365253474603,0.3063895596765305,0.1348584424906163,0.1343445824936434,0.1354153813816437,0.2910392602714092,0.2886983737538235,0.293144700310287,0.1918828113341472,0.1902293844186881,0.1937160709005716,0.0798887170186466,0.0794908150808289,0.0802013224246193
6,13.47379347368421,0.082269312924411,0.0819490492429652,0.0825539689925027,0.2070967728559118,0.2033224155161654,0.2108486580103154,0.1644547439628105,0.1634422866047202,0.1655153008369421,0.1003085271429997,0.0993945781905314,0.1011163355437224,0.0769742222020939,0.0766765456367752,0.0772922846981803,0.1271077019134851,0.1265311162289067,0.1277286910504592,0.1259409352796252,0.1251104862254349,0.1267763116061497,0.2909239314904722,0.2864840829210245,0.2952403980889033,0.1274140764169846,0.1267187455944227,0.1280707327756732,0.2760121111529967,0.2732973399382561,0.2785836214473877,0.1817778211973229,0.1799050033323533,0.18366979809507,0.0753308267397824,0.074801286956962,0.0756898364770446
7,13.55275905263158,0.0795199571781765,0.0791768216050149,0.0798491638288991,0.2118346752060772,0.2067839906829824,0.2165514961748564,0.1542015375497936,0.1532252253883159,0.1553259919238308,0.0994761724457009,0.0984158581522598,0.1005147945112759,0.0730398114097514,0.072757034424848,0.0733319146844339,0.1213332092744007,0.1205956768135274,0.1219281716196494,0.1210933331840602,0.1202642800113776,0.1218707558964733,0.28179840130792,0.2770911786913842,0.2865753569898699,0.1215516689679794,0.1208514425360026,0.1222650003788884,0.2650717647280374,0.2619452412904324,0.267976252241208,0.1731247743150718,0.1710515061974648,0.1751700697095028,0.071338117521533,0.0707531108916773,0.0717635444879838
8,13.631724631578948,0.0773516730399741,0.077020421183318,0.0777221483565801,0.2163834040070963,0.2106658693981032,0.2224754514629349,0.1457204938572547,0.144400856648377,0.1469880796303722,0.0988931370279535,0.0975121927030333,0.1000400990046005,0.0694938785398684,0.0691875801152965,0.0697987464319445,0.1168899763316015,0.1161338862085908,0.1176079185434561,0.1174386304438994,0.1166296449620934,0.118307665929185,0.2752594505461844,0.2693726539808356,0.2810888641692614,0.1170348713903672,0.1162791534234579,0.1177719551389608,0.2569955064537111,0.2527599676632864,0.2608022696489299,0.1659277681430096,0.1633257651890924,0.1684903133138837,0.0677519996711598,0.0670965850746036,0.0682396525388198
9,13.710690210526316,0.0754608956948126,0.0750383683187058,0.0758982786541387,0.2216819076997608,0.2151822075094533,0.2279676026123641,0.1386172913457095,0.1372873883452945,0.1398779208839236,0.0984032327078955,0.0968915191876271,0.0999665815675429,0.066218530073915,0.0658670701036779,0.0665436165684103,0.1138106284112582,0.1129785397317273,0.1146667352576603,0.1145158057194084,0.1136581533201071,0.1154187666643718,0.2704436171549984,0.2640734416351226,0.2768986923976926,0.1139711632189956,0.1130702312864047,0.114778853313883,0.2505051903444238,0.2463317977310918,0.2549598911095865,0.1597143203942201,0.1571020708234802,0.162048379744093,0.0644268369080619,0.063684000240142,0.0650089495395008
