bin,M_500c,M_hot_gas_500c_norm,M_hot_gas_500c_norm-,M_hot_gas_500c_norm+,M_hot_gas_500c_slope,M_hot_gas_500c_slope-,M_hot_gas_500c_slope+,M_hot_gas_500c_scatter,M_hot_gas_500c_scatter-,M_hot_gas_500c_scatter+,T_sl_wo_recent_AGN_500c_norm,T_sl_wo_recent_AGN_500c_norm-,T_sl_wo_recent_AGN_500c_norm+,T_sl_wo_recent_AGN_500c_slope,T_sl_wo_recent_AGN_500c_slope-,T_sl_wo_recent_AGN_500c_slope+,T_sl_wo_recent_AGN_500c_scatter,T_sl_wo_recent_AGN_500c_scatter-,T_sl_wo_recent_AGN_500c_scatter+,L_X_ROSAT_obs_wo_recent_AGN_500c_norm,L_X_ROSAT_obs_wo_recent_AGN_500c_norm-,L_X_ROSAT_obs_wo_recent_AGN_500c_norm+,L_X_ROSAT_obs_wo_recent_AGN_500c_slope,L_X_ROSAT_obs_wo_recent_AGN_500c_slope-,L_X_ROSAT_obs_wo_recent_AGN_500c_slope+,L_X_ROSAT_obs_wo_recent_AGN_500c_scatter,L_X_ROSAT_obs_wo_recent_AGN_500c_scatter-,L_X_ROSAT_obs_wo_recent_AGN_500c_scatter+,Y_X_500c_norm,Y_X_500c_norm-,Y_X_500c_norm+,Y_X_500c_slope,Y_X_500c_slope-,Y_X_500c_slope+,Y_X_500c_scatter,Y_X_500c_scatter-,Y_X_500c_scatter+,Y_SZ_500c_norm,Y_SZ_500c_norm-,Y_SZ_500c_norm+,Y_SZ_500c_slope,Y_SZ_500c_slope-,Y_SZ_500c_slope+,Y_SZ_500c_scatter,Y_SZ_500c_scatter-,Y_SZ_500c_scatter+,T_mw_hot_gas_wo_recent_AGN_500c_norm,T_mw_hot_gas_wo_recent_AGN_500c_norm-,T_mw_hot_gas_wo_recent_AGN_500c_norm+,T_mw_hot_gas_wo_recent_AGN_500c_slope,T_mw_hot_gas_wo_recent_AGN_500c_slope-,T_mw_hot_gas_wo_recent_AGN_500c_slope+,T_mw_hot_gas_wo_recent_AGN_500c_scatter,T_mw_hot_gas_wo_recent_AGN_500c_scatter-,T_mw_hot_gas_wo_recent_AGN_500c_scatter+,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_norm,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_norm-,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_norm+,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_slope,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_slope-,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_slope+,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_scatter,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_scatter-,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_scatter+,T_sl_500c_norm,T_sl_500c_norm-,T_sl_500c_norm+,T_sl_500c_slope,T_sl_500c_slope-,T_sl_500c_slope+,T_sl_500c_scatter,T_sl_500c_scatter-,T_sl_500c_scatter+,T_mw_hot_gas_500c_norm,T_mw_hot_gas_500c_norm-,T_mw_hot_gas_500c_norm+,T_mw_hot_gas_500c_slope,T_mw_hot_gas_500c_slope-,T_mw_hot_gas_500c_slope+,T_mw_hot_gas_500c_scatter,T_mw_hot_gas_500c_scatter-,T_mw_hot_gas_500c_scatter+,L_X_ROSAT_obs_500c_norm,L_X_ROSAT_obs_500c_norm-,L_X_ROSAT_obs_500c_norm+,L_X_ROSAT_obs_500c_slope,L_X_ROSAT_obs_500c_slope-,L_X_ROSAT_obs_500c_slope+,L_X_ROSAT_obs_500c_scatter,L_X_ROSAT_obs_500c_scatter-,L_X_ROSAT_obs_500c_scatter+,L_X_ROSAT_obs_ce_500c_norm,L_X_ROSAT_obs_ce_500c_norm-,L_X_ROSAT_obs_ce_500c_norm+,L_X_ROSAT_obs_ce_500c_slope,L_X_ROSAT_obs_ce_500c_slope-,L_X_ROSAT_obs_ce_500c_slope+,L_X_ROSAT_obs_ce_500c_scatter,L_X_ROSAT_obs_ce_500c_scatter-,L_X_ROSAT_obs_ce_500c_scatter+
0,13.0,11.527637514076446,11.527400026624571,11.527873682010718,1.611024920143808,1.6101045009148742,1.6119310613410223,0.20612798537468013,0.20569919132748346,0.2065139112526552,6.800749977755706,6.800538169297967,6.800932717240321,0.6353022898655745,0.6345482953509727,0.6360226511654941,0.13970886050297668,0.1391367624262674,0.14034266990217467,41.71745881168849,41.716717116790356,41.71820831402637,2.432481830734602,2.42950753568527,2.4352908830231748,0.6931532315518465,0.6912659997900469,0.6952042332043475,18.328417691765047,18.328075937579563,18.32875516750773,2.2463592911082646,2.244974598383912,2.247721945689107,0.2825269412012143,0.2818954584180421,0.2831622371006138,18.431730241276583,18.431401718868784,18.432036531876726,2.261644916547087,2.26040274460756,2.2627759019059774,0.26493054693757795,0.2643898922592829,0.26550950548705293,6.904060331234373,6.903926453723273,6.904208596019315,0.650520641915201,0.6499554448463645,0.6510625637514622,0.1268694829034681,0.12654595912597033,0.12719937487294108,41.54824615556407,41.547631865118426,41.54885706755044,2.614729293542168,2.6124342171446813,2.617242360844213,0.5323666768849362,0.530607728802522,0.533932019334737,6.821145143130165,6.820780182259049,6.821478322608731,0.6432029829632679,0.6419554385778785,0.6444420695024397,0.2560625088586804,0.2543967349228519,0.2577881015567085,6.905760149236428,6.905609440875787,6.905911529875169,0.6442017783515572,0.6436351617134715,0.644771344501772,0.12736282109286784,0.12702547464446368,0.12768549852917882,41.83854420616758,41.83738624612158,41.83973046575551,2.3327235294052335,2.3284277023307745,2.337144959851327,1.0049897652970834,1.002053912829824,1.0077920092395611,41.58899968383495,41.58816292905237,41.58986933696708,2.6256392179513974,2.6225652596549915,2.6290518980468773,0.7102576042652069,0.7069876689525689,0.7132641100428021
1,13.078965578947368,11.654039664319754,11.653790322694487,11.654273660224785,1.6051878870664134,1.6043755911866815,1.6060049829637304,0.1869517607153029,0.1865381754324397,0.1873972447023823,6.853695147521755,6.853480831600576,6.853923321681237,0.6541761233653094,0.6533922289897107,0.6548415315769412,0.1385723680099737,0.13785723706962744,0.13939620272084344,41.90763390442616,41.90687583186714,41.908434582830935,2.4188445235540144,2.416132417429822,2.4216463640187307,0.6232505358931439,0.621449089858431,0.6251273406228338,18.50769747354638,18.507317247779554,18.508101665264935,2.2593069954470266,2.2578641425418944,2.2605399708950085,0.26690559809421366,0.26623438486503664,0.26762633268067476,18.608237477581916,18.60792370498113,18.60857176187325,2.2472350392889946,2.246058118175228,2.2484105000896872,0.2428253892936822,0.24229292062881164,0.24335066824039198,6.954211543252327,6.954064547573161,6.954354054910537,0.6420914161242366,0.6415880183751727,0.6425894434677749,0.11574676996501942,0.11543327014228345,0.1160714458051302,41.751883135572854,41.751313244897766,41.75252209411742,2.5952190692939903,2.593104180274824,2.5973832517553697,0.479344321529397,0.47763322613328535,0.4810311237954088,6.873929975049673,6.87357215011846,6.8742843945690435,0.6567294358475221,0.6554801170284685,0.6578319979241307,0.2470515512562777,0.24535993247550844,0.24881102036639732,6.955535910350613,6.955392740897133,6.955688442989649,0.6366702245531377,0.6361220238405064,0.6371845749316557,0.11606912864330544,0.11577282378406585,0.11637647676415175,42.02079707659673,42.01963998759834,42.021913813439106,2.3187969515202003,2.3148245450976304,2.322950718961734,0.9175609026447342,0.9143220781863368,0.920454498900144,41.792029712863226,41.79115510060467,41.79289386278284,2.5959903540622067,2.592835863422138,2.5989982494873747,0.6548986422189096,0.6517480148147128,0.6579358279659636
2,13.157931157894737,11.779059179803191,11.778837020302523,11.779311996491776,1.5937738754873672,1.5929101804618684,1.5945527862018871,0.1693808154619681,0.16895275943280463,0.16977655206419875,6.9076875502852015,6.907437915070242,6.907953825899362,0.6690657056328358,0.6683113405731019,0.6699221035368798,0.13777867381660036,0.1368284787907135,0.13869415853523684,42.09487171226614,42.09412964874659,42.095641312461126,2.393572002917079,2.390994934044657,2.396326452339597,0.5566087638666912,0.554751068057064,0.5585242069066685,18.686773492957506,18.686373154890283,18.687185944054875,2.2629562029019175,2.261532673483164,2.264252715019418,0.25293419391198585,0.2521716532499001,0.2537154075950377,18.782411174048338,18.782065579585208,18.782750414524173,2.2254484415236298,2.224238057092739,2.2265378224628316,0.22214146578710625,0.22154861246586274,0.22269866662668644,7.003329698765601,7.0031888913530835,7.003475090420523,0.6316882510430581,0.6311299120114023,0.6321835259453582,0.10511490209769325,0.1047994857346463,0.10544778125049054,41.951653616937215,41.95106325417844,41.952234360618895,2.5608721391858507,2.5587171624875014,2.5629213558040957,0.4291897384110822,0.42757455023279367,0.4309394355707513,6.927267319711559,6.926872487568454,6.92764765646946,0.6662931114287711,0.6651074956606957,0.6675172814521584,0.23632556530609833,0.23457303318539358,0.23816213473831355,7.0043747385677255,7.004224902804901,7.00452330832684,0.6272108107137155,0.6266896320548755,0.6277125968028054,0.10524600363922701,0.10493045599650846,0.10553357337120522,42.20026207992581,42.19913602346396,42.20148946085178,2.295059848557778,2.291351057695101,2.2989696299319875,0.8331652773617158,0.8295881485128859,0.8367599230972673,41.9903167052118,41.98953980889849,41.99122179314165,2.5517874988080584,2.5489685878077952,2.5549382147433346,0.5989641621269607,0.5958798453858738,0.6021192693435807
3,13.236896736842105,11.902227326427893,11.901970550317557,11.902505682403197,1.5764744782562012,1.575623326132052,1.5773006235697826,0.15416584922693485,0.15380973200639284,0.15454282938501093,6.962083606909957,6.9617935718390545,6.9623569217705485,0.6786740279861211,0.6776683754384873,0.6795257133596885,0.13741104207341348,0.13625009255688272,0.13861615590357956,42.2778020715285,42.27695727239464,42.278510986855096,2.3548268110436306,2.3522024438987956,2.357273152561405,0.49574391770233106,0.4937288706752782,0.4978477380825644,18.864269752909813,18.863849361532033,18.864731712113908,2.25499789542934,2.2535181862536957,2.2564530390260193,0.24125984749895812,0.2403522528192691,0.24224740337330145,18.953514934367544,18.953158182503074,18.953892825608932,2.1960385632983233,2.1948999530296485,2.197238953162316,0.20347978226981475,0.20291125499018994,0.20400657945829456,7.051318071520268,7.0511572477609885,7.0514721305893024,0.6196596643601063,0.6191438566455585,0.6202132469439874,0.09541128328507104,0.09512496061674698,0.09573891265312234,42.146014714919616,42.145352672388675,42.14667322873402,2.510587437406667,2.5085102746269152,2.513023885062625,0.3842168229847557,0.3824532757578726,0.38583627030623574,6.98065215691819,6.98023835615929,6.9810662620612085,0.6709313777876119,0.6695993654332133,0.6721201137078905,0.22476904787438712,0.2228163625428189,0.22672137473605977,7.052138213485936,7.05197270342667,7.052299033251632,0.615992813807543,0.6154617283751788,0.616528357156979,0.09543354382488992,0.09511393877965084,0.09575555717682675,42.37639447498043,42.37509501859313,42.377641991843184,2.262130569583171,2.25779353980982,2.266209224582225,0.7561817181862083,0.7525607953356068,0.7601002685095652,42.18270546380214,42.181855365146404,42.183603694963395,2.493350733885351,2.4901653353772004,2.4964656519858606,0.5449376025242889,0.5413301144031645,0.5481473414422594
4,13.315862315789474,12.023069012596967,12.02279308830595,12.023349969497806,1.5536368615128087,1.55263717407376,1.554575904094293,0.1415178153490288,0.14112069045709158,0.14192298976846907,7.016204564054372,7.015887359155778,7.016543858481789,0.6817648793046658,0.6808479160993257,0.6828246287969647,0.13761957676226533,0.1360178929931078,0.13927369995702107,42.45561326872915,42.454810656607,42.456387766315075,2.303776770130333,2.300968315779481,2.3064562974357052,0.44242710037544736,0.4403662402284414,0.4444959429841109,19.03925351914478,19.038778154648448,19.039781370756284,2.235407505412482,2.233743625709632,2.2370211142263954,0.23179493710164778,0.23067842748796413,0.2328746235810423,19.121230129436434,19.12088205751933,19.121595928643725,2.1603211065839103,2.159088746528519,2.1615093082212358,0.18708297212525096,0.18653437708665357,0.18767826534742404,7.09817284292652,7.098005598866039,7.098333997649572,0.6067543783258877,0.6061657200590951,0.6072684968451936,0.0869812381012745,0.08665781208199085,0.08730520018818771,42.3338122699681,42.333229269533845,42.3344123301299,2.44507220797611,2.4428253942692546,2.4472228039983204,0.3458286183355775,0.3440855893802016,0.3474964969060967,7.03354560069249,7.03308428103584,7.033987614785254,0.6701705779943999,0.6687818020022328,0.6715944746553548,0.2126592017414542,0.21053947145360635,0.21478783746434446,7.098827947206194,7.0986512081695565,7.099000193225701,0.603802505884284,0.6032520494879742,0.6043756240799345,0.08691743808856008,0.08658660849903928,0.08724804541819303,42.54822942674673,42.546882046343725,42.549578760297614,2.219798335882081,2.215497133113286,2.2242644533792792,0.6883626672754558,0.6841505080321323,0.6925226052592698,42.368140826877564,42.367202122848866,42.36913128649115,2.42172159417191,2.418679222757927,2.424929820099577,0.49469740589334826,0.49087453307021417,0.4984225950376041
5,13.394827894736842,12.141268426037703,12.14095095859828,12.141560065647464,1.5261958525666377,1.525107533615113,1.5270992440246218,0.13128082137307182,0.1308560930798188,0.13170379298428012,7.0696656423517314,7.069277151620746,7.070040622491043,0.6792307665692058,0.6780497930788606,0.6804185344878433,0.13832423803592425,0.1362143618432472,0.1405081009840457,42.62742809581064,42.62664140892682,42.62831624884618,2.2422712661731268,2.2395495372986125,2.244916112436632,0.3964975211040952,0.3942999447530614,0.3985563178955474,19.210940315776348,19.210374335006826,19.21151413684209,2.2054592786734144,2.2037013537768675,2.2072797121491354,0.224012006328484,0.22254243479521776,0.22545654190801692,19.285237804033585,19.284854625491672,19.285639465288778,2.120077757904024,2.118852957824801,2.1212812619038792,0.1726433833720381,0.17204496161232025,0.17324210947510968,7.143963538021323,7.143785322619849,7.14415367463243,0.5938929539274125,0.5932906328408405,0.5944688507805822,0.0798382634660926,0.07950573228215362,0.08017269702842979,42.51417087873213,42.513519503146874,42.514865044987616,2.3671921291173588,2.3650149204124133,2.369380292262226,0.31351463102107846,0.31160352919414264,0.31563554949743927,7.085629138032818,7.0851445149453545,7.086089583058138,0.6647670031251127,0.6632810706871922,0.6662655376296479,0.2012726338111268,0.1989056461348253,0.20336491179815389,7.144490297130901,7.144294458299963,7.144668919647162,0.5915695491994373,0.5910031281249751,0.5921445279570354,0.07976764594804064,0.07943840919273835,0.08008877213364642,42.715205034917155,42.71382134298926,42.71667679990626,2.1694546615113097,2.164742739417869,2.173970399825641,0.6307355682210021,0.6263002133994613,0.6354636991421594,42.54606564339372,42.545064623685484,42.54705110805102,2.3403132500752775,2.33714311119779,2.343295729914713,0.4492669844807998,0.44543830149992586,0.45323747231918365
6,13.47379347368421,12.25657128957343,12.256249232512456,12.256904123437623,1.495020401419833,1.493882075671407,1.4960309445252356,0.1229936105477997,0.1225789449650605,0.12343101816811515,7.122083430658394,7.121664101296424,7.122516619343979,0.6719227953508247,0.6705552236619642,0.6734259705455081,0.13912729777424923,0.13669765697664957,0.14175544441460783,42.79292950031219,42.79216225869717,42.79382884151801,2.172997955051394,2.1699374703775316,2.1757796341060605,0.3571452193250011,0.35478380545668287,0.359245163257615,19.378695943060634,19.378051598503202,19.37935799112029,2.167033146617728,2.1650146765206646,2.169098187713803,0.21715939242898125,0.21538079978713076,0.21913313574730567,19.445465605026705,19.445040023823513,19.445901200547777,2.0770160310984638,2.0757157632319925,2.078448243786601,0.15989639000965838,0.15928302354691032,0.16047342570930462,7.188870982325184,7.188681001186517,7.189062776202003,0.5820215352297529,0.5813383148831812,0.5826322978827683,0.07398339001774944,0.07364843122683051,0.07432192372784988,42.68663827170849,42.685894630283165,42.687388010318735,2.280236611569794,2.277928430873884,2.282724234681749,0.28716680466547195,0.2852497857620683,0.28894677457295254,7.136619339520212,7.1360498746279974,7.137127264098574,0.6556471826357366,0.654014552416344,0.6573577300132655,0.1908883616940807,0.18834883639132097,0.19334766415073137,7.189283046890145,7.189078650798973,7.189461854206591,0.5801678251913621,0.5795742502644448,0.5807592746859545,0.07388977870693453,0.07354115989800156,0.0742369066589562,42.876822199537344,42.875246757343724,42.878304459187554,2.1111102688522,2.1062891120307703,2.116034039994759,0.5821662058715125,0.5773106842034169,0.5879366505760446,42.716155341634504,42.715186490205696,42.71717957984858,2.251998860690545,2.248860243164775,2.255480128960082,0.40921367010625365,0.40513147303618774,0.4134557416009741
7,13.552759052631579,12.368852596779337,12.368511651735027,12.369230843741702,1.4611744584564184,1.4600116945191959,1.4623420049876108,0.11616936121256133,0.1156900653413357,0.11661538606486552,7.173382078492452,7.172855239666944,7.1739439128357505,0.6615224010074866,0.6599108119096397,0.6631540447654413,0.13983109985658637,0.13667666068052184,0.1429097504955235,42.95192569370394,42.95096855007864,42.952785429781756,2.0988797668942394,2.095822701089426,2.101843014256337,0.323599662265197,0.3214126469710554,0.32590139104798826,19.542259793755058,19.54156787272611,19.542979502540877,2.1227621689810374,2.120529086696637,2.124785500430361,0.21101959035914786,0.20893553871616766,0.213404903903198,19.601950761952082,19.60148779137432,19.60241673547412,2.0330331191883415,2.0317336488508198,2.034575404773818,0.14844287416788216,0.14785498094331193,0.14910589390210832,7.233064622501817,7.232852315467951,7.2332848866835935,0.5718263937199235,0.5711090080780667,0.5724872101207972,0.06932710277430004,0.06896717201875766,0.06970341848826062,42.85091889793141,42.850143118249754,42.851787804485994,2.1884982628079985,2.185754897816912,2.1913040307996843,0.26496923945579565,0.26325767768389047,0.2667190352523916,7.186423463805179,7.1858574296904605,7.187015350765276,0.6442110687004654,0.6423602887174332,0.6459801279153552,0.181718244877779,0.17859565633329316,0.18484857588754078,7.233405331313194,7.2331823669955355,7.233626884357791,0.5703821337029302,0.5696402108317654,0.5711330364690888,0.06927975538928091,0.06888697577783535,0.06968203156495893,43.032385202440594,43.03079178757153,43.03408786381908,2.046231696783414,2.0412846092829526,2.0514995824386117,0.5426432061938344,0.5363988936800264,0.5487756582754628,42.87832471429816,42.87725319383699,42.879484214702025,2.1608371553150048,2.157217505656843,2.1643238336700623,0.37428842779692806,0.36961276491484685,0.3787406727460679
8,13.631724631578948,12.477974684880124,12.47756075256118,12.478367982127002,1.425596514209921,1.4243621219592115,1.4268428765926826,0.11023851456312217,0.10974264927734587,0.11075676474221297,7.223377827595881,7.222707797768321,7.223944921914657,0.6487753323214249,0.6469640204292476,0.6504235078877346,0.14060186071533043,0.13714105732708312,0.14471352240743146,43.10437174319823,43.10343893058468,43.10539909980345,2.0235246936448585,2.0203817734656946,2.026721895215596,0.29490142169632816,0.29244854828334926,0.2975196468768582,19.701358280063985,19.700543109793248,19.702098993612406,2.0744856573164414,2.07181239323427,2.0767749873224055,0.20508174735431545,0.20228358471289776,0.20769918044440097,19.75473960873945,19.754280479083427,19.755237083512046,1.9893467436731598,1.987834285965924,1.990865632375636,0.1381751867255246,0.13752569316856242,0.13887529423653028,7.276804870518415,7.276532038362114,7.277036287151168,0.5637933184844468,0.5630625265837588,0.5645688603097354,0.06588921768929928,0.06546674253867958,0.06629433130677946,43.00764302721825,43.006794922489256,43.0085638984387,2.096904049700124,2.094046739983038,2.0997700822684773,0.24622104283823132,0.24451821208440264,0.24809353306373488,7.235077708665723,7.23443846805284,7.235733830750977,0.6314422678047018,0.6295427051074893,0.6333659826901128,0.1735473454293318,0.1700875829746589,0.17723910662836118,7.2770792705259675,7.27680947533172,7.277335179156732,0.5626445928604904,0.5618767094960856,0.5634872283622369,0.06583618394932875,0.06544801733364981,0.06629424169310343,43.1819387777657,43.18010565535634,43.18381925391898,1.977891935322574,1.9719121616880524,1.9832055166077591,0.5085647571646958,0.5012338996682533,0.5154250647985174,43.03318395993723,43.032030089086476,43.0342578882464,2.0708468692709214,2.0671983307824138,2.0746079484143363,0.34390287464346536,0.33889771996906565,0.34831256383011444
9,13.710690210526316,12.584010489871725,12.583545461560794,12.584447191110053,1.3896145636767077,1.3882322136013125,1.3910436947885747,0.10486723432453013,0.10432651167269573,0.10542059719818916,7.272173842079017,7.271418795518274,7.272823711563277,0.6351551746969406,0.6329945110369362,0.6372249233491757,0.1411655572853272,0.13662758907326894,0.14550677731250666,43.25081335103725,43.249796145411665,43.25184898413271,1.9506360975235797,1.9470678775890786,1.954033433860866,0.2700786455729267,0.2675982431183332,0.27272062626702986,19.856169315473274,19.855220552819862,19.857012983092904,2.0247994137027217,2.0220793033287014,2.0273496032361886,0.19949726603521428,0.19566416724707297,0.20252180430746147,19.90417608777736,19.903651829109332,19.904706180024892,1.9473670505473373,1.9455460747563156,1.949104602091797,0.1289214572949347,0.1283246435904705,0.12962992755515587,7.32022335509499,7.319920893020962,7.3204998222072195,0.5578582771446989,0.5569068756297889,0.5588131247588275,0.06348618072710879,0.06304111586422781,0.06394970675279285,43.157396298446066,43.15643876584973,43.158358122663955,2.010209499704143,2.0070348852739706,2.0134557035618186,0.2304154018503168,0.2287179582615098,0.23213204595757594,7.282444711798396,7.281741963244499,7.283190987127418,0.617853365393299,0.6155249872400109,0.6201695533454222,0.16697839593352637,0.16299829134094662,0.17126901549404022,7.3204552382971055,7.320147972587525,7.320742710303739,0.5569497205806851,0.5560340033521429,0.5579139010152602,0.06342827733376732,0.06299609761499485,0.06387547331186778,43.32573265169562,43.32366958038935,43.327666547964725,1.9095040110756807,1.902914622808764,1.9158347217549463,0.47848675679033903,0.4706309098845664,0.48635008115062905,43.18122887701844,43.179934974752506,43.182441250071896,1.986240438004649,1.982311463961635,1.9902016926412223,0.3168708234780596,0.3118867713211251,0.32222959117267497
