bin,M_500c,M_hot_gas_500c_mpq,M_hot_gas_500c_mpq-,M_hot_gas_500c_mpq+,T_sl_wo_recent_AGN_500c_mpq,T_sl_wo_recent_AGN_500c_mpq-,T_sl_wo_recent_AGN_500c_mpq+,L_X_ROSAT_obs_wo_recent_AGN_500c_mpq,L_X_ROSAT_obs_wo_recent_AGN_500c_mpq-,L_X_ROSAT_obs_wo_recent_AGN_500c_mpq+,Y_X_500c_mpq,Y_X_500c_mpq-,Y_X_500c_mpq+,Y_SZ_500c_mpq,Y_SZ_500c_mpq-,Y_SZ_500c_mpq+,T_mw_hot_gas_wo_recent_AGN_500c_mpq,T_mw_hot_gas_wo_recent_AGN_500c_mpq-,T_mw_hot_gas_wo_recent_AGN_500c_mpq+,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_mpq,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_mpq-,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_mpq+,T_sl_500c_mpq,T_sl_500c_mpq-,T_sl_500c_mpq+,T_mw_hot_gas_500c_mpq,T_mw_hot_gas_500c_mpq-,T_mw_hot_gas_500c_mpq+,L_X_ROSAT_obs_500c_mpq,L_X_ROSAT_obs_500c_mpq-,L_X_ROSAT_obs_500c_mpq+,L_X_ROSAT_obs_ce_500c_mpq,L_X_ROSAT_obs_ce_500c_mpq-,L_X_ROSAT_obs_ce_500c_mpq+,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_Y_SZ_500c_mpq,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_Y_SZ_500c_mpq-,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_Y_SZ_500c_mpq+
0,13.0,0.1506202646492485,0.1503241504150583,0.1509107169569868,0.1858234921504964,0.1853788759123188,0.1862905753362178,0.2453505954478773,0.2446811642115814,0.2459447864555169,0.1351255920848596,0.1348661947569078,0.1353833064929807,0.1303066813394597,0.1300614870711506,0.1305648519306114,0.2077909392936377,0.207271610783998,0.2083517469516523,0.1963555025354385,0.1958005480002158,0.1968825749872518,0.3408909021263052,0.3371814756128005,0.3442441828690468,0.2120809178074028,0.2114874649065622,0.2126641721997473,0.2899799842976758,0.289064259676694,0.2910216745707227,0.2214516475639477,0.220563518953523,0.2223821768177171,0.1294352337141178,0.1288130044675022,0.1297665123353924
1,13.103992368421052,0.1342464327601631,0.1339748782379216,0.1345307235260541,0.1702398411777865,0.169768897049419,0.1707078225881679,0.2143848360387302,0.2138266074117862,0.215003649995418,0.1229881292473005,0.1227088368893337,0.123241310104267,0.1176330409896881,0.1174022091340599,0.1178911357024592,0.1872143611700722,0.1866707381800307,0.1877758229928663,0.1700458264835882,0.1696028661547053,0.1704698798696306,0.3283411346112911,0.3246365414517865,0.3318809779628474,0.1899492361614812,0.1893376705498196,0.1905186106363774,0.256313659882699,0.2554507505339396,0.2572671353408877,0.1961226246839905,0.1950846720467925,0.1971877738105031,0.1170748459641062,0.116236126638355,0.1174849377604466
2,13.207984736842104,0.121653631295324,0.1214147513283105,0.1219133066498827,0.1579401611980792,0.157490212722679,0.1584457956872152,0.1881198098584675,0.1875557437863432,0.1886810276848092,0.1131390928370586,0.1128723476889313,0.1133946942496202,0.1072254341011974,0.1069822696202103,0.1074748612742347,0.1708332376746146,0.1702914167111922,0.1713810560678405,0.150390245173664,0.1499550322398337,0.1508167895709979,0.3199053816587009,0.3164192946636135,0.3238046863675766,0.1724137024379899,0.1718773081292491,0.1729865916264677,0.2275397036203572,0.2265465262688163,0.2286528695487248,0.1768564008229722,0.1756255456730105,0.1779204144276677,0.1065331916058973,0.1054371544680179,0.1070458734341247
3,13.311977105263155,0.113226290794427,0.1129419986490316,0.1135000920745813,0.1489233706280232,0.1484174713072453,0.1494395498195166,0.1684640380522864,0.1679550041604419,0.1689998097594932,0.1057871780679417,0.1055398279748341,0.1060216918464272,0.0992855620956246,0.0990360292996167,0.0995082000270171,0.158899039948764,0.1582842000102901,0.1594460519508957,0.138779699820108,0.1383745814656811,0.1392080485138875,0.3164553974326337,0.3122483928759443,0.3205163311224047,0.1598979469190395,0.1593541357122203,0.1605079937630671,0.2052285362822591,0.204170359616422,0.2063376483818792,0.1640295962466491,0.1629705609648371,0.1650554643679531,0.098016611010283,0.0964807634239672,0.098768836648432
4,13.41596947368421,0.1081574939279252,0.1078636211842846,0.1084641061157348,0.1415598103238197,0.1409303335576214,0.1420930658512975,0.155588178988875,0.155073672015406,0.1561582173313431,0.1001577400548568,0.0998814188599424,0.100402354119179,0.0932313006981452,0.092965823637983,0.0934896237807428,0.150763711421065,0.1501823956948875,0.15132163043847,0.1345337105745974,0.1341235037181463,0.1349838963151228,0.3140432019243637,0.3092545399880506,0.3186347182288841,0.1513620641698218,0.1507630700026763,0.1519317867159286,0.1898149758441279,0.1886181869806655,0.1908501637208708,0.1573949211414479,0.1562707494732044,0.1585665669273025,0.0911043778017919,0.0888513898445049,0.0921608602226188
5,13.519961842105262,0.1049970480337795,0.1046736694306891,0.1053401810664834,0.1341036941402525,0.1334473750248672,0.1347438184752433,0.1484464281280241,0.1478402003210471,0.1491011803957306,0.0950666948851257,0.0947683667611097,0.0953660061152704,0.0879711017732976,0.0877359489368189,0.0882419504573485,0.1450581931329446,0.1444764459445685,0.1456911922126184,0.1351118446276055,0.1346406663510584,0.1355506413655389,0.3087434842771674,0.3033472635222642,0.3143979881178035,0.1453853637678632,0.1447458069934065,0.1460466287360412,0.1799039816662626,0.1787769965496233,0.1810785823230657,0.1550257362115058,0.1539749261775145,0.1560574175134366,0.084598725805964,0.0817889161296839,0.0858206540442889
6,13.623954210526316,0.1024054323151633,0.1020818504491158,0.1027544778817984,0.125980640414665,0.1251761927815007,0.1268867703934554,0.1451486493499122,0.1444079969206588,0.1458387646529211,0.0897071114857348,0.0894087715897476,0.0899986280397401,0.0829575665822356,0.0826864970401919,0.0832195862200633,0.1407373430313145,0.1400533822283757,0.141374320459505,0.1379920264426994,0.1374519552735897,0.1385600351565566,0.2958255695870854,0.2903449043710846,0.3012617821532884,0.1410240308286023,0.1403421854645123,0.1417322629094135,0.1739002749130067,0.1726438143398426,0.1752250573421444,0.1548162196149957,0.1537514024876945,0.1558716118358465,0.0786317450832876,0.0757798377304176,0.0799999621927587
7,13.727946578947368,0.099504458143348,0.0991232275359536,0.0998654346037594,0.1180414570818453,0.11686378220375,0.1190819883321288,0.1437853732707132,0.1430995342469516,0.1444616836225738,0.0839529251366274,0.0836445063705187,0.0842564159703969,0.0778093075474687,0.0775025070084492,0.0780789154406047,0.136810627391304,0.1360785560179565,0.1376446299161647,0.1410935296625856,0.1404015381551014,0.1416957822385685,0.2765728029274886,0.2710814638778671,0.2824570901486909,0.1370952410070197,0.1363351785105152,0.1378542887327534,0.1702618436617717,0.168738043818295,0.1718805122992723,0.154984663496544,0.1538810517804787,0.1561589732106934,0.0726012800714012,0.0696582614529806,0.0739553962835651
8,13.83193894736842,0.0956914326543228,0.0952666380461733,0.0960918120970343,0.1115658788180511,0.1101069107975171,0.1129604062453205,0.1430384740821173,0.1421434617400984,0.1438297637841783,0.078060564514302,0.0777473790804455,0.0784080035153431,0.0726397098413483,0.0722937565245321,0.0729237545402522,0.1324607792431297,0.1315451300580774,0.1333034490344756,0.1431656704008502,0.1424779232407836,0.1438118476761077,0.2515167048038306,0.2453308662993197,0.2577285925818868,0.1325438159918182,0.1316846891534295,0.1334244627795647,0.1677434289766598,0.1658895663681075,0.1697355302319863,0.1545925957002062,0.1535020162834926,0.1557211567243946,0.0672279833665983,0.0651235793430832,0.0682239402688955
9,13.935931315789473,0.0908590383965926,0.0904382570174034,0.0912497977281791,0.1075255718781116,0.1062549746887842,0.1088112106411905,0.1421927764385007,0.141262834390065,0.1430680770870897,0.0724946204085388,0.072134758899043,0.0728769432530684,0.0675592983414018,0.0672320961160047,0.0678556768025212,0.1272442534690029,0.1262973945762718,0.1281913704609071,0.143614781990737,0.1428735144056084,0.1443731906348444,0.2237975986731974,0.2181494747503084,0.2291580487689928,0.1273666199929766,0.1264336188309232,0.128273250865302,0.1652695796386209,0.1634023952086647,0.1670513519354269,0.1529795716641862,0.1518753400616181,0.154096843029254,0.0620520235837746,0.060262414002711,0.062945574200896
