bin,M_500c,M_hot_gas_500c_mpq,M_hot_gas_500c_mpq-,M_hot_gas_500c_mpq+,T_sl_500c_mpq,T_sl_500c_mpq-,T_sl_500c_mpq+,L_X_ROSAT_obs_500c_mpq,L_X_ROSAT_obs_500c_mpq-,L_X_ROSAT_obs_500c_mpq+,Y_X_500c_mpq,Y_X_500c_mpq-,Y_X_500c_mpq+,Y_SZ_500c_mpq,Y_SZ_500c_mpq-,Y_SZ_500c_mpq+,T_mw_hot_gas_500c_mpq,T_mw_hot_gas_500c_mpq-,T_mw_hot_gas_500c_mpq+,L_X_ROSAT_obs_ce_500c_mpq,L_X_ROSAT_obs_ce_500c_mpq-,L_X_ROSAT_obs_ce_500c_mpq+,M_hot_gas_500c_T_sl_500c_L_X_ROSAT_obs_500c_Y_X_500c_Y_SZ_500c_mpq,M_hot_gas_500c_T_sl_500c_L_X_ROSAT_obs_500c_Y_X_500c_Y_SZ_500c_mpq-,M_hot_gas_500c_T_sl_500c_L_X_ROSAT_obs_500c_Y_X_500c_Y_SZ_500c_mpq+
0,13.0,0.2216086268392674,0.21914455989423473,0.22411035977208765,0.2707144495903041,0.26570751666212133,0.27542039369842397,0.5213730692566713,0.5130580582732704,0.5303554454725443,0.17688235408607877,0.17475034981334092,0.17878610948982687,0.15361091349238815,0.15181968535158977,0.15531681954554055,0.24026101514938308,0.23724866128838445,0.2430895908653525,0.4553295401791396,0.4477036969709654,0.46269283403784117,0.13488002371196778,0.12426359124874281,0.1391081952695821
1,13.095847789473684,0.18910123259714956,0.18673789035096347,0.1913884971228958,0.2603783795329858,0.25587434336963094,0.2641525755394172,0.4484530411815485,0.4407904131301955,0.4562124951534546,0.15336174557223892,0.15150927644649892,0.15517700362091882,0.13481863742521527,0.13321161684314795,0.1365371765677045,0.2234136076837449,0.22045720744813102,0.22654655539140472,0.3979606240231066,0.39134314948948146,0.40447335074737883,0.12268673617644138,0.11174377754403182,0.12676077999717542
2,13.19169557894737,0.1598053890137171,0.1576758215076659,0.16172432670885187,0.24986665572249786,0.245919498238146,0.2536406856722147,0.37589921032729473,0.36883914722613254,0.38291731423781306,0.13295898628055663,0.13139023628469593,0.13461893949025383,0.11760170399226962,0.11612272838929141,0.11895811665263846,0.2061779109352082,0.2033314149522368,0.20925645198398105,0.3409109577118524,0.3344957367777558,0.34677442060917707,0.10993127136846488,0.09904596040952286,0.11347615009812843
3,13.287543368421053,0.13479278890042723,0.13298087980950296,0.1368278622463758,0.24011968346962154,0.23607108637696433,0.24382166294346627,0.3112936677400865,0.3052084996348386,0.31718515703830064,0.11747089486682187,0.1157722811423151,0.11914210933171701,0.10315005634117183,0.10165486898795309,0.10458283150062905,0.18830643377193318,0.18523414237723695,0.19142425149324416,0.2869830170522045,0.28099333715141045,0.2919198968229087,0.09837706930325871,0.09037440838367802,0.10178563738411255
4,13.383391157894737,0.11513582870329431,0.11325497360767851,0.11692913444061083,0.23219646124851528,0.22815105426884694,0.23621039602527225,0.2563457436280089,0.25015809268843525,0.262288232723218,0.10707808098392269,0.10541510592000827,0.10876761983574422,0.09195348567051738,0.09034560031294925,0.09350781813692513,0.17108209408244912,0.16775972725906374,0.17412912134519848,0.23995309628002512,0.23423595536293432,0.2453184901800388,0.0882905586499266,0.07944652449224862,0.09181243829175322
5,13.47923894736842,0.10084624340713458,0.09889538338270014,0.10252992719095438,0.22606867836077338,0.22140375763730705,0.230215389881239,0.21370963743079135,0.20713160043588483,0.2201803584059032,0.10128128066486716,0.09940707771702344,0.10317002777615003,0.08321689745258239,0.0815952716844822,0.08498831700754743,0.15407503905378755,0.1511012738216522,0.157605948415995,0.20221575686976695,0.19610435324387884,0.2078111583712127,0.07974680192674963,0.06972014160408296,0.08319863827629027
6,13.575086736842106,0.09050163923050895,0.08859248709718835,0.09233388549253731,0.2228354031517598,0.21808435957974978,0.22774367406631485,0.18241898419758495,0.1752922019251508,0.19006437758940897,0.0994706118741116,0.0970753086513161,0.10163175764907603,0.07725694181034215,0.07568922889401364,0.07893103808916614,0.1402183803400325,0.13676977168474644,0.1436826129103705,0.1734956278654963,0.16673798777176052,0.1806300717628032,0.07242350691498359,0.06106309474638261,0.0766751697252987
7,13.67093452631579,0.08306322434417021,0.08106562796872516,0.08500850209316607,0.22319876874654637,0.2168087575141821,0.22925344038934461,0.15978201466871825,0.1516061274362793,0.16719458763912473,0.09940778973265876,0.09715329674310816,0.10181257360233918,0.07292541444500875,0.07132367096717555,0.07461730633395916,0.12942835754555537,0.12640585111847177,0.13261305146451804,0.15340042872935686,0.14645260702181948,0.1602418556322445,0.066453929764272,0.0561503485655304,0.07119852315953704
8,13.766782315789474,0.07717561085727313,0.07536813880988173,0.0788291199214734,0.22461736110273162,0.21779612065972637,0.23081370973628676,0.14152237018427422,0.1350566560650205,0.14808101348985447,0.1005653553247459,0.09785133526556672,0.10326547107384067,0.06961497105191042,0.06811220982493944,0.07108966018074712,0.12186290288386688,0.11848630609165658,0.1252726499666299,0.136689545847745,0.12972769286389182,0.14277642641552435,0.061021248775539084,0.05087911871241475,0.06573316327807059
9,13.862630105263158,0.07213585592966495,0.07039432772322742,0.07376023792528125,0.22585508297627085,0.21773230205897937,0.23392257310006168,0.13093934248577166,0.1262674943003201,0.13539304965188553,0.10185774156436952,0.0987692573119603,0.10498219314770743,0.06710545332612881,0.0654433269448277,0.06871708256702166,0.11849169440856258,0.1147114501938737,0.12208987913757939,0.1253094760165297,0.12033131695206413,0.13039556742374725,0.05606399958334828,0.04325726612129484,0.0609096796856481
10,13.958477894736843,0.06799058356043244,0.06600544802994505,0.06972086978660257,0.22570251434987346,0.2163027319430504,0.23463057998957515,0.13047918342795128,0.1259945987083036,0.13495060834740918,0.10252067782804403,0.09902474740451879,0.10575485546347664,0.06529533546026997,0.06329626037922804,0.06731158982328013,0.11688431577496516,0.11258330420545647,0.12095809327449826,0.11913171108839313,0.11510067021578259,0.12299563332703085,0.05106906365991919,0.039509194069667894,0.05680642154189845
11,14.054325684210527,0.06329637173469022,0.06154827990918044,0.06511385323984341,0.22159989268181168,0.21161466680950644,0.23106582015321492,0.14053779240936692,0.13388738023003863,0.1468631127997338,0.10180677585922097,0.0980250331330787,0.10518257644686008,0.0638491382971115,0.06187478534084487,0.06574975150715007,0.11565722602482705,0.1113392029566522,0.12004873425375506,0.11942858817709741,0.1153448516214904,0.12329051533184433,0.04715278746423382,0.03578656294206259,0.0527670757147707
12,14.15017347368421,0.058900919060129044,0.057282698436430475,0.06050514063036508,0.21775153993776586,0.20793850525875787,0.227229747656105,0.16170187440313066,0.1525868782336689,0.1702052304168221,0.09991411962846022,0.09585608569948363,0.10376932886644469,0.06271369591551476,0.060291008704174316,0.06463153365289999,0.11520736968729245,0.11082154121231097,0.11936995058627836,0.12466998345327598,0.1203016585330392,0.12939093537594284,0.043513637697388384,0.033196576622598374,0.048982555359336585
13,14.246021263157896,0.05433532290672344,0.05265945248605388,0.05608015789291572,0.21583334693559203,0.20700459825068632,0.2243623843925728,0.18590297866413047,0.1714027505769914,0.19952513451602574,0.0982401009798722,0.09478768405546387,0.10153789721248638,0.06151095475883542,0.0591957820248111,0.06356647298836313,0.11506543264065304,0.11038991853201048,0.11927600128226488,0.13284923538291316,0.127430954775204,0.13837559490964504,0.040592399022038254,0.03064578327630707,0.0455966593380457
14,14.34186905263158,0.050663824967957925,0.048880909503553685,0.05229468394180486,0.2144738206198759,0.20559080131814067,0.22322598283602668,0.20940264659336782,0.19202582865776552,0.22624971596723203,0.09725275950007933,0.09412434112627062,0.1005014192289421,0.06119131223889901,0.05907652323531363,0.06347283322764721,0.11575628747783183,0.11093397208038579,0.12049443648194753,0.14128510357602442,0.1351550673053918,0.14698826215906607,0.03752394528981673,0.028460770468171658,0.04244933230667975
