bin,M_500c,M_hot_gas_500c_T_sl_500c_corr,M_hot_gas_500c_T_sl_500c_corr-,M_hot_gas_500c_T_sl_500c_corr+,M_hot_gas_500c_L_X_ROSAT_obs_500c_corr,M_hot_gas_500c_L_X_ROSAT_obs_500c_corr-,M_hot_gas_500c_L_X_ROSAT_obs_500c_corr+,M_hot_gas_500c_Y_X_500c_corr,M_hot_gas_500c_Y_X_500c_corr-,M_hot_gas_500c_Y_X_500c_corr+,M_hot_gas_500c_Y_SZ_500c_corr,M_hot_gas_500c_Y_SZ_500c_corr-,M_hot_gas_500c_Y_SZ_500c_corr+,M_hot_gas_500c_T_mw_hot_gas_500c_corr,M_hot_gas_500c_T_mw_hot_gas_500c_corr-,M_hot_gas_500c_T_mw_hot_gas_500c_corr+,M_hot_gas_500c_L_X_ROSAT_obs_ce_500c_corr,M_hot_gas_500c_L_X_ROSAT_obs_ce_500c_corr-,M_hot_gas_500c_L_X_ROSAT_obs_ce_500c_corr+,T_sl_500c_L_X_ROSAT_obs_500c_corr,T_sl_500c_L_X_ROSAT_obs_500c_corr-,T_sl_500c_L_X_ROSAT_obs_500c_corr+,T_sl_500c_Y_X_500c_corr,T_sl_500c_Y_X_500c_corr-,T_sl_500c_Y_X_500c_corr+,T_sl_500c_Y_SZ_500c_corr,T_sl_500c_Y_SZ_500c_corr-,T_sl_500c_Y_SZ_500c_corr+,T_sl_500c_T_mw_hot_gas_500c_corr,T_sl_500c_T_mw_hot_gas_500c_corr-,T_sl_500c_T_mw_hot_gas_500c_corr+,T_sl_500c_L_X_ROSAT_obs_ce_500c_corr,T_sl_500c_L_X_ROSAT_obs_ce_500c_corr-,T_sl_500c_L_X_ROSAT_obs_ce_500c_corr+,L_X_ROSAT_obs_500c_Y_X_500c_corr,L_X_ROSAT_obs_500c_Y_X_500c_corr-,L_X_ROSAT_obs_500c_Y_X_500c_corr+,L_X_ROSAT_obs_500c_Y_SZ_500c_corr,L_X_ROSAT_obs_500c_Y_SZ_500c_corr-,L_X_ROSAT_obs_500c_Y_SZ_500c_corr+,L_X_ROSAT_obs_500c_T_mw_hot_gas_500c_corr,L_X_ROSAT_obs_500c_T_mw_hot_gas_500c_corr-,L_X_ROSAT_obs_500c_T_mw_hot_gas_500c_corr+,L_X_ROSAT_obs_500c_L_X_ROSAT_obs_ce_500c_corr,L_X_ROSAT_obs_500c_L_X_ROSAT_obs_ce_500c_corr-,L_X_ROSAT_obs_500c_L_X_ROSAT_obs_ce_500c_corr+,Y_X_500c_Y_SZ_500c_corr,Y_X_500c_Y_SZ_500c_corr-,Y_X_500c_Y_SZ_500c_corr+,Y_X_500c_T_mw_hot_gas_500c_corr,Y_X_500c_T_mw_hot_gas_500c_corr-,Y_X_500c_T_mw_hot_gas_500c_corr+,Y_X_500c_L_X_ROSAT_obs_ce_500c_corr,Y_X_500c_L_X_ROSAT_obs_ce_500c_corr-,Y_X_500c_L_X_ROSAT_obs_ce_500c_corr+,Y_SZ_500c_T_mw_hot_gas_500c_corr,Y_SZ_500c_T_mw_hot_gas_500c_corr-,Y_SZ_500c_T_mw_hot_gas_500c_corr+,Y_SZ_500c_L_X_ROSAT_obs_ce_500c_corr,Y_SZ_500c_L_X_ROSAT_obs_ce_500c_corr-,Y_SZ_500c_L_X_ROSAT_obs_ce_500c_corr+,T_mw_hot_gas_500c_L_X_ROSAT_obs_ce_500c_corr,T_mw_hot_gas_500c_L_X_ROSAT_obs_ce_500c_corr-,T_mw_hot_gas_500c_L_X_ROSAT_obs_ce_500c_corr+
0,13.0,0.15543812474579854,0.13570317076411387,0.17668375614324033,0.7035130648955734,0.6919993779057917,0.7139347215061803,0.9064436336967295,0.9015026312713877,0.9114584338683814,0.8433739405808518,0.836577598872923,0.8495490474442077,-0.46644861297195106,-0.4824109251280033,-0.4507832404986573,0.7003698676936323,0.6882782314422379,0.7137298902239159,0.3729830819720181,0.34789350797441926,0.3960805103404133,0.5581346362569356,0.5404626459737635,0.5743715855328172,0.44880420041978397,0.4307191647870578,0.4668450389407938,0.45039692284755456,0.42601095543932016,0.4717472623604033,0.5109806843261013,0.4848629882093827,0.5343830130795426,0.7493482029791565,0.7368283655368443,0.7595275520458711,0.6112153559587046,0.5962288126031022,0.625508050464119,-0.29670293061817843,-0.316103928219712,-0.27638851157302446,0.7976153446191034,0.7865295891917767,0.8089698528931778,0.8997651474058337,0.8931134207998127,0.9059309859523539,-0.19882233424603016,-0.22064290314247784,-0.1799370472822654,0.8077326459147323,0.7995776170168262,0.8156489320018454,0.08179989413389795,0.06093413632552043,0.10326549325810853,0.6297209153957144,0.6126563661574846,0.6453447788833133,-0.2620019728409914,-0.2812370597455344,-0.24426704073932337
1,13.049368,0.15913645188947628,0.13645520137612355,0.18026552836518256,0.70003973330067,0.688870968741151,0.7111544865927382,0.8968252071166423,0.891203128800011,0.9025267447047787,0.8373362851691737,0.8295282954367574,0.8444949671786571,-0.4536221060044372,-0.469701326810567,-0.43643249800789863,0.7022971185049474,0.6895756616407502,0.7155206212384325,0.36027926556776035,0.33224980232438717,0.38986517993215664,0.5775603328723444,0.5596262775460613,0.595396655321447,0.4638868274151049,0.44551215400253924,0.48298997654516246,0.46995504410102695,0.44381090961382463,0.4943190225063992,0.4815366502541729,0.4546684100508537,0.5114201695810503,0.7384823708724462,0.7267965774755174,0.7514778491504335,0.6031146650150372,0.5879139101644845,0.6190687327043807,-0.28772412727482277,-0.30941751004080004,-0.26628715373687467,0.8054154344535978,0.7928581735567611,0.8175963488682001,0.9000331113154039,0.8935109876567207,0.9066379064400983,-0.1643621668355017,-0.18809666315014395,-0.14132695455230562,0.7946233525563149,0.7859619981147082,0.8042940626049051,0.10627309002730405,0.08366910148148717,0.13018765974023563,0.6221300243986733,0.6044628661319664,0.6386426529440709,-0.26225621825299184,-0.28220602668897643,-0.2402989400166689
2,13.098736,0.16335897802158236,0.13936969088835272,0.18709442109921234,0.694868862419745,0.6820311154627694,0.7069988447492302,0.8862240334616036,0.8799245395565751,0.8927878726552056,0.83067806933441,0.8223869078414102,0.8388353265693348,-0.4383791083526192,-0.45691656015255055,-0.4209300766020327,0.7008215192855145,0.6869917657808055,0.7143411257582933,0.35122815819883846,0.3235253010951702,0.38177444478246564,0.599395989884213,0.579730990986912,0.6201451396973713,0.4813270951916425,0.46373767216323786,0.5004459809130332,0.4898657328941697,0.46407647919724504,0.5162931594147812,0.45187554710136496,0.42158166135281133,0.48056093631401386,0.7281955385588538,0.7148611173091372,0.7410981347080584,0.5923003474534554,0.5747758990151162,0.6102389918906929,-0.2785175169380544,-0.3030234903381308,-0.2541839398835137,0.8140289721637757,0.8018709271994207,0.8266203422738184,0.8990178266591717,0.8922317008209438,0.9058249427945759,-0.12600873773583782,-0.14878986304517916,-0.10337625667917123,0.7785002329668692,0.7685718422747266,0.7900999492546091,0.13619621339867682,0.11019943808416277,0.1591279349219918,0.612591988773749,0.5919976279129365,0.6299523294233794,-0.2593523525093736,-0.28097388163851167,-0.2343063631435294
3,13.148104,0.16663125534087309,0.1401307831952076,0.19295213154212562,0.6896643352684634,0.6754879075253876,0.7021425918630587,0.8736719724313413,0.866316624052825,0.8810660891894478,0.8240537262869201,0.8141142639803988,0.833413837645524,-0.4210581562360629,-0.4407470176215597,-0.40155160353647285,0.6990195015635543,0.6839633086255389,0.7143445779558772,0.3436997129784889,0.30893322530764905,0.3748810082824688,0.6257966543035115,0.6057323026308739,0.6431244183772521,0.5020419842584487,0.4815868398014439,0.5215805111767068,0.5120420326267381,0.48606367816003687,0.5380171224812137,0.4217330787516945,0.3912080212292597,0.4532649621912661,0.7142740143759555,0.6995571785699085,0.7288000694696526,0.5823692816374486,0.5626294895437238,0.6018959256978273,-0.26835803620517257,-0.29170529553378005,-0.24079096244709217,0.8219019576771361,0.8091002083322666,0.8343638875538416,0.8997980494148926,0.891592339001938,0.9068928772080785,-0.08159421445577068,-0.10759717225980989,-0.053631934429056186,0.7614504088164535,0.7493045399266318,0.7739950583250502,0.16773882450528577,0.14054858770686124,0.1922691083641481,0.6015483661914653,0.5794604278187929,0.6218407675086947,-0.2526515124770215,-0.27847199385911814,-0.22828687830696984
4,13.197472,0.17599085738748216,0.14598021990823146,0.20284695888600707,0.6817257196111199,0.6670995649460206,0.6950173981434004,0.8606240078530256,0.8524439031932546,0.8688236925500086,0.8183619275439247,0.8057988397275243,0.8288550815208167,-0.399053517589421,-0.4212659511840209,-0.3769832497499552,0.6975252168231503,0.6819961256147407,0.7133241162519978,0.3344518791300233,0.3002716544309517,0.3657426626146719,0.6512910501877291,0.6322259143039314,0.6718918312813946,0.5226603982088819,0.5003316852329067,0.5439308488936856,0.5353054633554193,0.5066854570045162,0.5625818607201921,0.3918955830096895,0.35856293908393827,0.42727819035615067,0.6975430324315556,0.6800123993083431,0.7148955201796511,0.5706817167308402,0.5491135372019523,0.5933891453358859,-0.25136559130773106,-0.27927479451230747,-0.22250731459926185,0.8301199955326192,0.8162703152034272,0.8419383324159285,0.9000811111635743,0.8924393631343701,0.9076366818738234,-0.031063614340673847,-0.06214149825030427,-0.0039025062777399665,0.739844523879721,0.7251226987023336,0.7549336866787079,0.19909995448945006,0.16996408020591244,0.23108002482677223,0.5939094475566252,0.5711266022807143,0.6152107163565488,-0.2455842520737926,-0.2719173283981007,-0.2173558304728312
5,13.24684,0.18636269573222491,0.15521654624913608,0.21755324378131405,0.6719246423463516,0.6569888015671935,0.687957972680822,0.8473528057045343,0.8383687551226618,0.8563408835484059,0.8130281919363929,0.7997701915059324,0.8251686418128226,-0.3733205805525296,-0.39885778570347685,-0.3489470852076892,0.6947989299703048,0.6775141918950311,0.7125384110816326,0.32901682087273704,0.2952571249241814,0.36039066851939133,0.6799140815663317,0.657406682250628,0.701112784521866,0.5421341429776136,0.5176606791555453,0.5672437275080322,0.5548214820890705,0.5263260101460409,0.5814806355143969,0.36803663028187394,0.3340536662456779,0.40172854731242325,0.6783838107750263,0.6562133751436443,0.6971927475397589,0.5609046990335074,0.5331894680689983,0.5841129340065675,-0.23247907247656002,-0.262260773737355,-0.20366040830795906,0.8341885580465493,0.8207315900381464,0.8484315380814271,0.8998428543981158,0.8924957073948072,0.907038924144854,0.019259759675667974,-0.013353572935302073,0.05064321614452153,0.7177194049891328,0.701126350885379,0.7346316695608887,0.23733625396660668,0.2053025912665879,0.2698523158605548,0.5830399080609585,0.558640571530133,0.6065354043900212,-0.22999902348729778,-0.2609151623493178,-0.20014948672121077
6,13.296208,0.19672929326801364,0.16287970723911344,0.23211129650145992,0.6617743731950764,0.6411507229067931,0.6783749313685983,0.8343643838817023,0.8234504030973847,0.8441642897783649,0.8101455854073711,0.7939533448900951,0.8240600966466649,-0.34165405680811944,-0.36801871989732576,-0.3120573532418684,0.6914282466806052,0.6724255851721637,0.7086221979480888,0.3224566893039462,0.285424552972075,0.35757108132098553,0.7092197758741781,0.6866075651246554,0.7292411748738616,0.562443239242254,0.5313656395194982,0.5903690579608027,0.5746596799125272,0.5465571289222083,0.599567943093304,0.34547405680749255,0.3117481290435058,0.37829046989010356,0.6557692177693916,0.6354504742916863,0.6766396867059485,0.5456257860450751,0.5184396550786636,0.5712335375935504,-0.20715329952364625,-0.23874120648794225,-0.17431224680409857,0.8388614008430095,0.824792270117155,0.85230022349093,0.9013018745750306,0.8932156849308232,0.9083796982591034,0.07752009505765563,0.04472409032510536,0.10967943829224346,0.6934889323821387,0.6753534802299913,0.7122636130973227,0.27874046027344646,0.24341755230079196,0.31181508248225653,0.5752946417339291,0.5465131575618682,0.6032275041083465,-0.2117560742832209,-0.2446748418390024,-0.17591719754426463
7,13.345576,0.21446334326300592,0.1787472083074259,0.25063973509936605,0.64654045539683,0.6255787233037889,0.666551483942903,0.8216125049379948,0.8092738888053357,0.8335090746057116,0.8088803741828456,0.7911699653539745,0.8266059930459685,-0.3020471331029764,-0.3325185198200758,-0.27063536189205933,0.6848824357752863,0.6646191680061205,0.7038745144806915,0.315487810973806,0.2820293553264624,0.3519382983854322,0.735354384071388,0.7108378485330612,0.7581447118320659,0.5784133153396305,0.5454469288408829,0.612314379887313,0.591021231857765,0.5630939085535671,0.6187399019600839,0.326881322665626,0.29451895256420335,0.36312877098135976,0.6371413918742662,0.6127023283217176,0.6599099009769255,0.5338583591703758,0.5040369497801463,0.5641269098102515,-0.1772819315805203,-0.21338039463382288,-0.1425337461618181,0.8406406520505005,0.8243572089441283,0.8537437888516184,0.9009038729692024,0.8927204479940382,0.9077817906952717,0.13674184808604983,0.1007408937241431,0.1704559157120695,0.6676721438394093,0.6477400975901811,0.6869660099519695,0.3182183348961639,0.28471151670257794,0.3513991952000118,0.5673075308251583,0.5388289807124498,0.5946792201930581,-0.18623032718919857,-0.22131846656092535,-0.15042702278727701
8,13.394944,0.22875220696751197,0.19212346452991227,0.26717853317514034,0.6279879780837159,0.6041843378043033,0.6514365583236951,0.8077300055333817,0.7937792636862518,0.8210596171300126,0.8087302801837981,0.7849544647558556,0.83347378919465,-0.25203083487966593,-0.29039069325808126,-0.21642303420761805,0.6764874766446027,0.6552152728639516,0.696885366521492,0.31870047966304826,0.28292922973255935,0.3534111424348818,0.7616319387638075,0.7354486088394065,0.7846315668210038,0.5952577380523123,0.5524423911622989,0.6331984231443725,0.6103674258943851,0.5853944635330327,0.6363230058799138,0.31382273542385614,0.2796920028132856,0.3483682625673368,0.6129490884840172,0.5870660550453511,0.6382537488538922,0.5205030372531703,0.48885155277998865,0.5493677204360868,-0.1406875596398602,-0.17832033591415516,-0.10766686966490074,0.8391695490468973,0.8234505336198072,0.8544448496200943,0.9000533470696322,0.892124233376185,0.9075088333391195,0.20577658612917832,0.16925671401774342,0.2390599303613799,0.6420191325564493,0.6204481452367027,0.6641589634997824,0.3646499955811488,0.32641275245773355,0.4003380482903759,0.5629798938701337,0.5316851242416072,0.5913433451550154,-0.14899401112115662,-0.1864277402298857,-0.11184729126621969
9,13.444312,0.24394620930311672,0.20587135959272485,0.28979104632411473,0.6136387733774669,0.5841115240587736,0.6359842920039579,0.795442002605198,0.7782059801956388,0.8121656484238896,0.8112122750561311,0.7806955143829847,0.8419036793467459,-0.20380814598523722,-0.24378808848915332,-0.1671727559102069,0.6651234689876079,0.6438711054434432,0.6860061060164199,0.3203730284783669,0.28489329565224036,0.3546748688064562,0.7864068826687869,0.7552748240709498,0.8127739913544484,0.6089039685836908,0.5525308552949049,0.6558706485686329,0.6302482734440522,0.6054028491175233,0.6538457564107576,0.30712786891546373,0.2720088221256491,0.3391726330241009,0.593456588934788,0.5659555953523564,0.6197064262397367,0.5109547705926785,0.4773530146815827,0.5414852289373961,-0.09919890777484144,-0.14092631311927364,-0.05828788007075998,0.836481918500407,0.8175090798863174,0.8519401621134103,0.8997869617599388,0.8916195000457047,0.9069658733433389,0.26533099006763977,0.2293638638374549,0.3005590233327346,0.6148521027089787,0.5884331475432836,0.6428042915004235,0.4089500256094234,0.37228546806698437,0.448280981381991,0.5584554748167944,0.5292800900510045,0.5897440503293202,-0.10153383663612442,-0.14117724567200818,-0.06213235213762913
