bin,M_500c,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_cov,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_cov-,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_cov+,M_hot_gas_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_cov,M_hot_gas_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_cov-,M_hot_gas_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_cov+,M_hot_gas_500c_Y_X_500c_cov,M_hot_gas_500c_Y_X_500c_cov-,M_hot_gas_500c_Y_X_500c_cov+,M_hot_gas_500c_Y_SZ_500c_cov,M_hot_gas_500c_Y_SZ_500c_cov-,M_hot_gas_500c_Y_SZ_500c_cov+,M_hot_gas_500c_T_mw_hot_gas_wo_recent_AGN_500c_cov,M_hot_gas_500c_T_mw_hot_gas_wo_recent_AGN_500c_cov-,M_hot_gas_500c_T_mw_hot_gas_wo_recent_AGN_500c_cov+,M_hot_gas_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_cov,M_hot_gas_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_cov-,M_hot_gas_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_cov+,T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_cov,T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_cov-,T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_cov+,T_sl_wo_recent_AGN_500c_Y_X_500c_cov,T_sl_wo_recent_AGN_500c_Y_X_500c_cov-,T_sl_wo_recent_AGN_500c_Y_X_500c_cov+,T_sl_wo_recent_AGN_500c_Y_SZ_500c_cov,T_sl_wo_recent_AGN_500c_Y_SZ_500c_cov-,T_sl_wo_recent_AGN_500c_Y_SZ_500c_cov+,T_sl_wo_recent_AGN_500c_T_mw_hot_gas_wo_recent_AGN_500c_cov,T_sl_wo_recent_AGN_500c_T_mw_hot_gas_wo_recent_AGN_500c_cov-,T_sl_wo_recent_AGN_500c_T_mw_hot_gas_wo_recent_AGN_500c_cov+,T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_cov,T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_cov-,T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_cov+,L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_cov,L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_cov-,L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_cov+,L_X_ROSAT_obs_wo_recent_AGN_500c_Y_SZ_500c_cov,L_X_ROSAT_obs_wo_recent_AGN_500c_Y_SZ_500c_cov-,L_X_ROSAT_obs_wo_recent_AGN_500c_Y_SZ_500c_cov+,L_X_ROSAT_obs_wo_recent_AGN_500c_T_mw_hot_gas_wo_recent_AGN_500c_cov,L_X_ROSAT_obs_wo_recent_AGN_500c_T_mw_hot_gas_wo_recent_AGN_500c_cov-,L_X_ROSAT_obs_wo_recent_AGN_500c_T_mw_hot_gas_wo_recent_AGN_500c_cov+,L_X_ROSAT_obs_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_cov,L_X_ROSAT_obs_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_cov-,L_X_ROSAT_obs_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_cov+,Y_X_500c_Y_SZ_500c_cov,Y_X_500c_Y_SZ_500c_cov-,Y_X_500c_Y_SZ_500c_cov+,Y_X_500c_T_mw_hot_gas_wo_recent_AGN_500c_cov,Y_X_500c_T_mw_hot_gas_wo_recent_AGN_500c_cov-,Y_X_500c_T_mw_hot_gas_wo_recent_AGN_500c_cov+,Y_X_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_cov,Y_X_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_cov-,Y_X_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_cov+,Y_SZ_500c_T_mw_hot_gas_wo_recent_AGN_500c_cov,Y_SZ_500c_T_mw_hot_gas_wo_recent_AGN_500c_cov-,Y_SZ_500c_T_mw_hot_gas_wo_recent_AGN_500c_cov+,Y_SZ_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_cov,Y_SZ_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_cov-,Y_SZ_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_cov+,T_mw_hot_gas_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_cov,T_mw_hot_gas_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_cov-,T_mw_hot_gas_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_cov+
0,13.0,0.012803756952231411,0.012706832537583451,0.012907201257948787,0.08513308903236504,0.08459627603460944,0.08568666372626657,0.08960609777954234,0.08929365062916801,0.08993719002712278,0.08275696041999352,0.08243262331880898,0.08304893348797793,0.005933565539793238,0.0058212229002348,0.00604398496131146,0.09109376712640457,0.09060195987314665,0.09154904542741006,0.024112658682766713,0.023861779265545686,0.02435574462586399,0.0314225932177452,0.03125826914929264,0.031577599969401376,0.02839712030437418,0.028244715657521183,0.028551911295653,0.015588089887740192,0.015507692796151008,0.01568099888807391,0.027974065368275347,0.027748831546171367,0.02818728662053223,0.10928313105221535,0.1086830103877799,0.10990963964165976,0.10270442494875398,0.10211808294951766,0.10324784151978998,0.017523896631963985,0.017293585032645838,0.017762273156847797,0.23548385995102555,0.23418374115131604,0.23682541742822308,0.11119129972381901,0.11077562572783026,0.11158242991379959,0.021538374035001064,0.02137030782310142,0.02168900270844022,0.1190790081097366,0.11847967953822365,0.11964253391623247,0.027684991569890086,0.027518821759438605,0.027850928587356077,0.11342268862178528,0.11289031718945895,0.11394290185804117,0.022354499564627962,0.022126975815313504,0.022563550620009344
1,13.103992368421052,0.011965079546292735,0.0118654787556635,0.012055487199319445,0.06818879324375368,0.06778880916866964,0.06861763270712844,0.073041678820262,0.07275518494939036,0.07333985652197872,0.06650927967012417,0.06626197738921026,0.06677516312560536,0.0054366378917381185,0.005345779214307424,0.0055344122551350804,0.07440099078527297,0.07405550777383449,0.07476473083697402,0.020202108281620376,0.020000810886070176,0.020406464958798328,0.02801342184442806,0.02786712652147522,0.02817699886980436,0.02456688015647311,0.024429858587506393,0.024701391224506642,0.01261606597406886,0.012543160038914676,0.012690293485297882,0.022781907364986503,0.022563308465902106,0.02295842413556617,0.0883961066583932,0.08788939796822455,0.08888268615235682,0.08275942527847692,0.0823414803429866,0.08323018847043188,0.014582776689538411,0.014406981536642202,0.014780304198087416,0.1764271148994442,0.17546320217719316,0.17740107717770007,0.09110900438153904,0.09073900974868145,0.09148081319255078,0.018059345529721656,0.017925871241940183,0.0182005166863303,0.09715087630918805,0.09667184182098344,0.09765034951724161,0.022131785246227557,0.021984280225116132,0.02226555385413605,0.0920283889628773,0.09161304498928033,0.09245466361527108,0.01763884325915095,0.0174639819960435,0.017806161480558098
2,13.207984736842105,0.010605083554639676,0.010517527634380398,0.010693566756644669,0.05733448040455606,0.056959507215627744,0.057673476662105067,0.06012229740673938,0.059855031892082536,0.06042917501682675,0.05403563449447641,0.05379520476754381,0.05428515805887013,0.004509897404914098,0.004425495432023908,0.0045890086858940676,0.06397795325839123,0.06363176524620284,0.06433841622593169,0.016676149646984856,0.016502384910929084,0.01686049907793328,0.02418418584798651,0.02402810758921909,0.024335338343249326,0.020741832840464013,0.020608902762998434,0.020867424407854183,0.010127998007897265,0.010065051016562456,0.010194199177189832,0.0182182625411048,0.01805180131919661,0.01839183611832359,0.07399324693516582,0.0735475928069171,0.07447376130195658,0.06861367560196022,0.0681946601899267,0.0690204073213589,0.011286718133597174,0.011128052824352185,0.01144310909358983,0.13652273745319277,0.1356828326928525,0.1373333755636296,0.07478360022060926,0.07446671770236138,0.07511513874186648,0.01464013318349493,0.014522642597967596,0.014758726770737297,0.08217222500280252,0.08174524371621335,0.08259007778477949,0.017243036662089654,0.01712177177359855,0.017381422637648525,0.07683297453582304,0.07649612949240062,0.077204683060649,0.012895611093753385,0.012743909290879422,0.013046605843643831
3,13.311977105263157,0.00894053423502236,0.008860429056645972,0.009019034994213967,0.05131468124483418,0.05098222063065594,0.05163707075362557,0.050568495366876444,0.0503258529537031,0.050801088088586244,0.04490694126395866,0.044690153213264694,0.045114819917991586,0.003278474751112717,0.0032058278892349063,0.003357642970311649,0.05831259198302462,0.058001326206254575,0.058633471795960394,0.013515376008054688,0.013351130176484392,0.013676688685628944,0.020194973659889086,0.020068970166163717,0.020338267937302777,0.01708954979995913,0.016973327787245293,0.01722178068575606,0.008159242136397033,0.008100023002905478,0.008217329638640308,0.014346399172882194,0.014184485548844052,0.014496191662494357,0.0648096362046424,0.06437529315896567,0.06522097600043038,0.0591933872163546,0.05885110021481238,0.05959961023094329,0.007920137271965423,0.007781379481579222,0.008062959542609941,0.11281808852782418,0.1120386987425858,0.1135484929572113,0.06199614649119783,0.061681298244935255,0.06228971638647982,0.011436341522985515,0.011320575924918651,0.011553453883476372,0.07267335868091768,0.07222528588875787,0.07307294878734943,0.013161031037385147,0.01304882970601546,0.01328186054145832,0.06678732607445695,0.06642748654812744,0.06714475449275588,0.00846954535970637,0.008338930287891462,0.008616727142633797
4,13.41596947368421,0.007054092047565321,0.006981334239593129,0.007126475783908888,0.04806167379762384,0.04770858668595328,0.048395676188178964,0.043170578686020866,0.0429575772007423,0.04340832511686749,0.0380107182481694,0.03780220247998829,0.038229408906145214,0.0018963435132911292,0.0018329207415347384,0.00196616117818642,0.055354285308332224,0.055011260624124696,0.05566498715767379,0.010491679748235332,0.010352482139805256,0.010637437427237611,0.016201207934567835,0.016070811379409144,0.01633100874730338,0.01365675149716828,0.013545369487810438,0.01376258517202444,0.006600736630844213,0.0065404193061612236,0.0066536722553993885,0.010863247163815332,0.010728638311588877,0.01099813825618381,0.05856427178808492,0.058191120745437315,0.058964388278183406,0.052674702880588266,0.0523350094369288,0.05302474832880539,0.004626751400290747,0.0044917135433914035,0.004761545085392743,0.10021558217243531,0.09954757334143995,0.10086383191262448,0.05166563688723295,0.05140083082749549,0.05193368273974846,0.008496904088612476,0.008386953613734498,0.008609774168764505,0.06618503642003355,0.0657868832588325,0.06658720635424226,0.00977393815595834,0.009670050021360172,0.009871412838049508,0.059745325178680295,0.059416008784623164,0.060109911337213225,0.004437761655510629,0.0043062194822425974,0.004566945853344364
5,13.519961842105262,0.005076788507409986,0.005012012777739629,0.005141939634540136,0.045760449575796294,0.04543501419846208,0.04608497917980805,0.03692005165701793,0.036695000179893064,0.03713978712310849,0.03235387860011102,0.0321704290854635,0.03254018006689399,0.0005223370652049889,0.0004608856646852447,0.0005854743317082444,0.052989789235501336,0.05264850307114482,0.05331930909129452,0.0074696167773814805,0.0073413375667985194,0.007597484539063252,0.012346438125877525,0.012237269934551822,0.012467637008882211,0.010464953624045514,0.01036584100980863,0.010573640644029051,0.005399189710857532,0.005346308619622187,0.005446372540737812,0.007515986641042396,0.007384998474786949,0.007639254940781099,0.053230795042552695,0.05287233148023555,0.05363585618918471,0.0472966172993568,0.04697108072464498,0.0476263944521576,0.0015163603323642021,0.0013952892124669,0.001646162795130009,0.0934690259892564,0.09279428920573504,0.09415382805214652,0.042821891505430046,0.04257542684077083,0.04307754213445224,0.005912737728872988,0.005816378658458415,0.006011079493370306,0.0605286769468001,0.06012618134541327,0.06089649188793783,0.007039322197582449,0.006937560198342383,0.007134010001726959,0.05379891880276766,0.05346414722517128,0.05414639566542901,0.0008174929920001272,0.0006952952615634513,0.000949330129370667
6,13.623954210526316,0.0032192372636232402,0.003154010110236639,0.0032838300321359733,0.04320768992965167,0.042877692471245836,0.04355307413288514,0.03115536877871876,0.030960823890710146,0.031372364796835424,0.027278547077293422,0.027110025074845535,0.027458272033039313,-0.0006633871229885736,-0.0007270420406704041,-0.0005986068229910796,0.04989283684424135,0.04954806121595682,0.05027380417337823,0.004584761294937328,0.004455090714210991,0.004716113954665769,0.008961106105470098,0.008849908627297454,0.009072455460022546,0.007732461782043592,0.007641478675049352,0.007824791290856425,0.004516797640571536,0.004467396434176372,0.004568069244179134,0.004376126619151521,0.004245768007794504,0.004507954044848863,0.04779348233354008,0.047445310642331526,0.04817060963803623,0.04202651218819515,0.041725612548720134,0.04231785045940158,-0.0011821675378166144,-0.0013186399651058669,-0.0010519216865136963,0.08896064865640452,0.08825081078649569,0.08960882888125264,0.03501901731099285,0.03478119590241701,0.03523448526544547,0.003853846946153732,0.0037584215959165033,0.003948657749437484,0.05428231314908796,0.053888491929246295,0.05470603880682233,0.004956280443940446,0.004853722386720055,0.005047644166292561,0.0477187323062289,0.04740024288031906,0.04807680918809985,-0.002177340649265174,-0.0023132913117171468,-0.0020510887695203736
7,13.727946578947368,0.001712749282780427,0.0016516876219692664,0.0017675987004668338,0.03983632862318166,0.039492086496178996,0.04016354596602233,0.025812341355693325,0.025636752440827016,0.025994342309470665,0.022618259412545826,0.02245527702062057,0.02277274355474008,-0.0014869807418935459,-0.001549967730215622,-0.0014301606337976164,0.04565167837811618,0.045288675331190104,0.046004050417425446,0.002160534619204905,0.0020103794023247166,0.0022860634192908617,0.006342983251781023,0.006233941730928775,0.0064599093199395234,0.005628352696533435,0.005540979223733692,0.005707961899024107,0.003915080407499933,0.003870110914853769,0.003967110091358119,0.0017924390207603638,0.0016491744668540756,0.001920571930470836,0.04199514255363927,0.04161329940527309,0.042350983974707386,0.03659780599403655,0.0363128819976662,0.03692829149055618,-0.0032419151580297444,-0.0033753884580920625,-0.0031101448521318837,0.08398686378998937,0.0832339854737924,0.08478791539132828,0.028244544486422787,0.02802696465139401,0.02845599716167534,0.0024291228825155456,0.002338062546581885,0.0025235769787657373,0.04745104819367055,0.04705547769549529,0.04782418815640919,0.0035233553130927407,0.0034397733497960204,0.0036131684090852335,0.041335454720492604,0.04101015619796543,0.04166166365352935,-0.004299587553677368,-0.004434357477008225,-0.004168057509567368
8,13.831938947368421,0.0006935086512095587,0.0006367890669250956,0.0007484691126770386,0.035616018017098294,0.035272485040729294,0.03595690323705166,0.020973110590476945,0.020793131095396135,0.021148978569947623,0.018398685482741373,0.018257008158625534,0.018550330652741955,-0.0018933704946916317,-0.0019560583036017333,-0.0018285263208153598,0.040310111186681166,0.039934247001381346,0.04067156767823545,0.0005202462187793321,0.0003761771650526895,0.0006415420739070411,0.00460419129317901,0.004496939772691739,0.004719699935030331,0.0042202428685402795,0.004142014338624201,0.004299688746663825,0.0035246945071824923,0.0034761919473928907,0.003574246173304326,0.00010927333000773671,-3.9888059710231735e-05,0.00024098261871887235,0.03613369356072896,0.03577188670523069,0.03647174242025655,0.031161349692464632,0.030872271849955297,0.03147311341560098,-0.004471052195775099,-0.004605854751630655,-0.0043507838400124975,0.07772369478537869,0.07692627495003637,0.07852004860673,0.02261745637177435,0.022414257663538478,0.02279063160492747,0.0016354856880128246,0.0015540981568306267,0.0017152384276107342,0.040419494171155514,0.04004709537843886,0.040800191921921226,0.0026860600325032537,0.002606285994036544,0.0027673596094091946,0.03489297521843476,0.034580521222977126,0.035188998002476254,-0.005435041455268658,-0.00556076622338626,-0.005297234400453838
9,13.935931315789473,0.00014435712962369227,9.548104995241941e-05,0.00019685544096115316,0.030854409927295795,0.030541688474947443,0.031174759434658857,0.016746185076610385,0.016591675871586914,0.01689393478836881,0.014692899551713715,0.014549905558095197,0.014826649135289038,-0.0019138812857174656,-0.001974596393098204,-0.001851655964267247,0.03436201703975415,0.034024096951591774,0.03468835110370021,-0.00024902630134509044,-0.00037899368830220386,-0.00012417411282925539,0.0036663705977938036,0.0035711608543039413,0.0037836800773554963,0.003411252790836961,0.003340115126493161,0.0034912804314876436,0.0032664489029903534,0.003216290136405487,0.003319016776495941,-0.000627751290906494,-0.0007652046374649566,-0.0005015540293983906,0.030618671105108776,0.030290952972531978,0.030953750258890564,0.026006890673593283,0.025722937394078407,0.02630166529709808,-0.004864415809141272,-0.00498771733465546,-0.004726521267679728,0.07024733489392199,0.06946581537488032,0.07099602008659611,0.018085189336489255,0.01791673666365662,0.0182593813129475,0.0013532236654501058,0.0012748956298117055,0.0014380773002499537,0.03371642527988425,0.0333901621274949,0.034057571166350165,0.002324646245078491,0.0022356873198787967,0.0024155269709589355,0.02875620304613434,0.028479010862916376,0.029049778765783407,-0.005595859993772979,-0.005732417382149003,-0.00547469629373265
