bin,M_500c,M_hot_gas_500c_mpq,M_hot_gas_500c_mpq-,M_hot_gas_500c_mpq+,T_sl_500c_mpq,T_sl_500c_mpq-,T_sl_500c_mpq+,L_X_ROSAT_obs_500c_mpq,L_X_ROSAT_obs_500c_mpq-,L_X_ROSAT_obs_500c_mpq+,Y_X_500c_mpq,Y_X_500c_mpq-,Y_X_500c_mpq+,Y_SZ_500c_mpq,Y_SZ_500c_mpq-,Y_SZ_500c_mpq+,T_mw_hot_gas_500c_mpq,T_mw_hot_gas_500c_mpq-,T_mw_hot_gas_500c_mpq+,L_X_ROSAT_obs_ce_500c_mpq,L_X_ROSAT_obs_ce_500c_mpq-,L_X_ROSAT_obs_ce_500c_mpq+,M_hot_gas_500c_T_sl_500c_L_X_ROSAT_obs_500c_Y_X_500c_Y_SZ_500c_mpq,M_hot_gas_500c_T_sl_500c_L_X_ROSAT_obs_500c_Y_X_500c_Y_SZ_500c_mpq-,M_hot_gas_500c_T_sl_500c_L_X_ROSAT_obs_500c_Y_X_500c_Y_SZ_500c_mpq+
0,13.0,0.23107142389643004,0.22839547954601558,0.23393231332964054,0.27586821051781973,0.26930086536455516,0.282078814473729,0.5362684599369028,0.525917328659731,0.5472965476508299,0.1833785036849619,0.1811418671063581,0.185744013250474,0.14890703029652097,0.1470395874600838,0.15049605877852582,0.24949275566357026,0.24620324616464928,0.25241414200053797,0.4391870473874575,0.4303666839678758,0.4469461131069552,0.12846309854594826,0.1188932219870835,0.13334431208017433
1,13.076400526315789,0.20380446135681463,0.20144086826005522,0.20625928264906748,0.26867894251721,0.26327254599987454,0.2746522969348801,0.4741280580276078,0.46535733637320387,0.48307271175457167,0.16426244295148765,0.16214335234539076,0.1663772289927504,0.13390777931279674,0.1322394544867821,0.1354292031650939,0.23614077481262002,0.23318413529021903,0.23942241214736124,0.39825518505942703,0.3911386129227011,0.40553291008971476,0.11901574087739752,0.10689326821300964,0.1236865022236367
2,13.15280105263158,0.1779044300399217,0.1754408539044144,0.18021499240014494,0.262703571489496,0.2564146819726112,0.2683297364616203,0.4141017835755531,0.40516281636608853,0.4230222102696543,0.14713809960696625,0.1450449075901503,0.1492500699240999,0.11967563238622381,0.11818653072596706,0.12133575342182407,0.2216016180398912,0.21865035596027682,0.22478783061232796,0.3551118207921915,0.34837290185201153,0.3628664286867674,0.10925066519509843,0.099701308747908,0.11340487763274264
3,13.229201578947368,0.154781846620166,0.152425101597805,0.15692222841834172,0.25592214871845803,0.24984098769205396,0.2614478409691553,0.3597438694551239,0.35141696845040704,0.3666858926858406,0.1323034153562579,0.13011107987328985,0.13455518004313222,0.10716424185370046,0.10568782178075224,0.10873922041000054,0.20655646907138242,0.20318012651245398,0.21012276312258202,0.3146633827180091,0.30740437864358616,0.32198198352097035,0.09897889435947196,0.08718168795066844,0.10343011754422639
4,13.305602105263159,0.1349430667547566,0.13282367555724525,0.13700474002629953,0.24989432683560692,0.24436309438016443,0.2550908146704099,0.309599182664495,0.3019177371465548,0.31699220651214144,0.12086743337588672,0.1186827509204817,0.12288391803126253,0.09697625651759317,0.09515486186169315,0.09875083663412144,0.1927567522169054,0.18898440563579383,0.1962656227237291,0.27492006666703844,0.26786615862300467,0.2822570906264404,0.09052633080060404,0.07967075974074911,0.09516491166420704
5,13.382002631578947,0.11904456500730627,0.11666550659653577,0.12133068950883599,0.24409308502331684,0.23927954759653478,0.24903645616040865,0.2665759671969616,0.25969254195915936,0.27328972329372553,0.11289584719506487,0.11059968038163331,0.11470977172831395,0.08904205688364314,0.08708338711110664,0.09112717582948623,0.18006599203356743,0.1766175051503961,0.18338571024168757,0.2401229881993448,0.23347043558070477,0.2475086450931487,0.08358124144434481,0.07052824247704995,0.0884278466776647
6,13.458403157894738,0.10663000270930192,0.10406183873003899,0.10919992653317574,0.24025733619551232,0.23521690105335363,0.2453605268547962,0.23088770741058487,0.2239617207147558,0.237840801529114,0.10760126741483292,0.105326286693068,0.10989961995685583,0.0835153901565258,0.08152163644779362,0.08542126132822012,0.16842764475386346,0.16475934441718074,0.1719403118791903,0.21062939433481298,0.20314727734254082,0.21775295597678423,0.07873655326325472,0.0657666118005396,0.08340553814635157
7,13.534803684210527,0.09692228134281514,0.09444569801825001,0.09965988719725614,0.23777079438436063,0.23220742489744864,0.24332884020115372,0.20194226309760355,0.1952235865378051,0.2083916344070763,0.10427507977699989,0.10200199466976577,0.10665646703259654,0.07869906803034418,0.07633109298515728,0.08141670905838207,0.15816877234286725,0.154515749004306,0.16150577841692768,0.18499266327746827,0.17883925886808527,0.19195940986781415,0.07403197181930248,0.06209075754149111,0.07877234713190609
8,13.611204210526315,0.08969072526387287,0.08643501619188301,0.09280958552253647,0.2344923426143258,0.22870588480703957,0.24052069061539924,0.17790990388479688,0.17018746519809816,0.1850824272414394,0.10229982378380716,0.09980810948802939,0.10473413756054972,0.07535660151761191,0.07226374170540255,0.07817204804146893,0.14814329816506955,0.14487846439210994,0.15166459440254412,0.1649291705339423,0.15836967926119896,0.1707450355985356,0.06997190154064112,0.05896120090497193,0.07491004553883011
9,13.687604736842106,0.08398983016612349,0.08039451371269789,0.08739217064325822,0.23134473004180037,0.22529422961929385,0.23753195405038705,0.1589676978131853,0.15269566533823356,0.16530305034023235,0.10145305573768118,0.09876831278504855,0.10395076708502797,0.0716125758655847,0.06838619912799232,0.07461141186719211,0.1382784243716895,0.13466239050944062,0.14178591193525875,0.1490335801463058,0.14181800633807692,0.156006132817672,0.06534705830764263,0.052902278523170414,0.07105648907961648
