bin,M_500c,M_hot_gas_500c_norm,M_hot_gas_500c_norm-,M_hot_gas_500c_norm+,M_hot_gas_500c_slope,M_hot_gas_500c_slope-,M_hot_gas_500c_slope+,M_hot_gas_500c_scatter,M_hot_gas_500c_scatter-,M_hot_gas_500c_scatter+,T_sl_wo_recent_AGN_500c_norm,T_sl_wo_recent_AGN_500c_norm-,T_sl_wo_recent_AGN_500c_norm+,T_sl_wo_recent_AGN_500c_slope,T_sl_wo_recent_AGN_500c_slope-,T_sl_wo_recent_AGN_500c_slope+,T_sl_wo_recent_AGN_500c_scatter,T_sl_wo_recent_AGN_500c_scatter-,T_sl_wo_recent_AGN_500c_scatter+,L_X_ROSAT_obs_wo_recent_AGN_500c_norm,L_X_ROSAT_obs_wo_recent_AGN_500c_norm-,L_X_ROSAT_obs_wo_recent_AGN_500c_norm+,L_X_ROSAT_obs_wo_recent_AGN_500c_slope,L_X_ROSAT_obs_wo_recent_AGN_500c_slope-,L_X_ROSAT_obs_wo_recent_AGN_500c_slope+,L_X_ROSAT_obs_wo_recent_AGN_500c_scatter,L_X_ROSAT_obs_wo_recent_AGN_500c_scatter-,L_X_ROSAT_obs_wo_recent_AGN_500c_scatter+,Y_X_500c_norm,Y_X_500c_norm-,Y_X_500c_norm+,Y_X_500c_slope,Y_X_500c_slope-,Y_X_500c_slope+,Y_X_500c_scatter,Y_X_500c_scatter-,Y_X_500c_scatter+,Y_SZ_500c_norm,Y_SZ_500c_norm-,Y_SZ_500c_norm+,Y_SZ_500c_slope,Y_SZ_500c_slope-,Y_SZ_500c_slope+,Y_SZ_500c_scatter,Y_SZ_500c_scatter-,Y_SZ_500c_scatter+,T_mw_hot_gas_wo_recent_AGN_500c_norm,T_mw_hot_gas_wo_recent_AGN_500c_norm-,T_mw_hot_gas_wo_recent_AGN_500c_norm+,T_mw_hot_gas_wo_recent_AGN_500c_slope,T_mw_hot_gas_wo_recent_AGN_500c_slope-,T_mw_hot_gas_wo_recent_AGN_500c_slope+,T_mw_hot_gas_wo_recent_AGN_500c_scatter,T_mw_hot_gas_wo_recent_AGN_500c_scatter-,T_mw_hot_gas_wo_recent_AGN_500c_scatter+,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_norm,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_norm-,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_norm+,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_slope,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_slope-,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_slope+,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_scatter,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_scatter-,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_scatter+
0,13.0,11.527641826376886,11.527415871353483,11.527882128000726,1.6109244957036621,1.6100702975434789,1.6119695579809403,0.20608766956113206,0.2056676337018727,0.20652329457418567,6.800737886655264,6.800542861931733,6.800935383760026,0.6352642485137734,0.634563626704663,0.6359890520878555,0.13969208267436498,0.1390855828167693,0.14031371997778724,41.71752749888874,41.71676575754194,41.71839654591724,2.4325718076407314,2.429432323079985,2.4356122827673223,0.6931590975810555,0.6911184901307782,0.695192932208002,18.32837570782737,18.328003599138604,18.328750960366655,2.2463932765242065,2.2449551319139576,2.247777321620208,0.2825229748061848,0.2819049769201494,0.2831429769191773,18.43170375980899,18.43140704793465,18.432005271593976,2.261542964480716,2.260342401777756,2.2626684915837085,0.26496253415194454,0.26441192310369344,0.2655120798196839,6.904065722118537,6.903915602114257,6.904225053714727,0.6505298469305387,0.6499899061151397,0.6511264227554875,0.12685692623631528,0.12653337827177877,0.12718809304078643,41.54821688108091,41.54759308491267,41.548788539423,2.6145278473479,2.6119920002449053,2.616805805271417,0.5322602121589224,0.5304100887573704,0.5339380198340667
1,13.078965578947368,11.654047930558578,11.65377781295169,11.654262393663396,1.6051992113199984,1.604282581261946,1.606066063465954,0.1869726923182533,0.1865610591164116,0.18734441169094126,6.853693959752001,6.853486452787396,6.853923779690221,0.6541628197050411,0.6534579938410517,0.65485605849443,0.13855187389575369,0.13780539018730759,0.13928464802170737,41.9076904102511,41.90688809376062,41.908405520196474,2.4188552571908195,2.4161527491625727,2.4216141135370273,0.6232187296937677,0.621373302264013,0.6251725072852761,18.50771715349889,18.507373860700856,18.50812048744303,2.2592908913650582,2.2579713385024736,2.260598116657899,0.26692043927549514,0.2662659093743954,0.26761445853347526,18.60827346437766,18.60791436037894,18.608565822720177,2.2474038283554068,2.2461517766933654,2.2485364462043265,0.24286046142387882,0.2423140145772684,0.24340495747990754,6.954219773178787,6.954068325501122,6.954368678891319,0.642115926192566,0.6415757073392253,0.6426657346682881,0.11576328574019987,0.11546040354284794,0.11608504108537816,41.751925285599356,41.75133411871636,41.75251840383131,2.5951679232296563,2.593102900833133,2.5973820828472416,0.4794444447200209,0.47782502494143336,0.48118572928858266
2,13.157931157894737,11.779061828379596,11.778826538178517,11.779303647142314,1.5937712426866015,1.5929287048471295,1.5946297448119613,0.16939967020987706,0.16899460610585793,0.16977220035014848,6.9076787675854465,6.907438386891187,6.9079391938729895,0.6691327689481548,0.6683350188765717,0.6699232751568699,0.13771173135587642,0.13673099723837254,0.13870723648735436,42.094803223071445,42.09398282013064,42.095585233000584,2.393349661569925,2.3906088392919873,2.3960144087438584,0.5566793143873321,0.5546257517109876,0.558501605837523,18.68674482919592,18.68635971730839,18.68714150090593,2.2628443683437345,2.2615132010498007,2.2641913128376236,0.2529110483478384,0.2521475131234062,0.25371190286407613,18.782383777014886,18.782050730888745,18.782726997699847,2.2253751417907734,2.224294002375748,2.2265148103144807,0.22212573398532132,0.22157239046873853,0.22267929389395405,7.003326661270782,7.003181133511873,7.003474993784272,0.6317084216381278,0.6311214638051107,0.6322138846721848,0.10512458357974414,0.10479740922543576,0.10545715734544757,41.95168361783308,41.951065242576014,41.952322362827175,2.5608965798279693,2.5586421000848754,2.5629702436384103,0.42921810973728347,0.42734279349293547,0.4310691891966645
3,13.236896736842105,11.902229172412483,11.901972892233356,11.902491146031894,1.5764790886555644,1.5756159206557747,1.5772980566561703,0.15412759822933703,0.15377497833812914,0.1545376972478313,6.9620669354203875,6.961776436120206,6.962332349362908,0.6785748978915477,0.6776934735141481,0.6794866547257479,0.1374801190822983,0.13622568758581116,0.1388194860784231,42.27784945404821,42.27701634259104,42.278601151424645,2.3547865539375366,2.352163143985663,2.357472804619879,0.49576647337904145,0.49391739872219653,0.49763357911850653,18.864280197375013,18.863833202963878,18.864736499667536,2.255057087098269,2.2536262568801413,2.2563578221417915,0.2412679706146105,0.24028567083971658,0.2421885102805938,18.953525195093974,18.953207791585704,18.953877321514213,2.1960478028275054,2.1949251134327494,2.1971716845669347,0.2034341634526524,0.2028695671445899,0.20401465612871547,7.051312208013055,7.0511529890931435,7.051471394288875,0.6196194078736894,0.6191217009726939,0.6201532932182784,0.09541489750824461,0.09510882046294573,0.09575604659618799,42.14605486350463,42.145436714028506,42.14665656311746,2.510623970065622,2.5085445114033282,2.512676823287855,0.3843496579244474,0.3826714482431292,0.38618364399268734
4,13.315862315789474,12.023071808938205,12.02279610325242,12.023329635631438,1.553601110956201,1.552754483373636,1.554465324006974,0.14151662163737436,0.1411325902646807,0.1419279916248899,7.016210989557327,7.015872672839314,7.0165320321851885,0.6817863183754109,0.6807859904000987,0.6827704264222398,0.13770578462637004,0.13615329807561222,0.13932314479833405,42.455560844797574,42.454774781402186,42.45633519304212,2.303754212675215,2.3012015487478994,2.3064164640485765,0.44213524723922915,0.44023299216102024,0.4440865193712522,19.039258724322586,19.038743166417227,19.039768357524636,2.235388438692059,2.2337182852885853,2.236996941814776,0.2317853024400549,0.23069779665520693,0.23291940830423616,19.121233549474933,19.120877548451098,19.121595512128504,2.160343885480761,2.159060412759487,2.1615216768403758,0.1870778525769071,0.18648330370956243,0.18769813193744242,7.098167942527778,7.09800014027407,7.098337873541579,0.6067250150837934,0.6062216052943952,0.6073017073029238,0.08698757514885844,0.08666236578434455,0.08731127848867849,42.333794784978764,42.33319582086681,42.3344701412196,2.4450603654574454,2.4427564043683834,2.447279186199232,0.3457335674128372,0.34395231700635814,0.3474657238166579
5,13.394827894736842,12.141274235603575,12.140958242196973,12.141564563914955,1.5261449501368756,1.525171185875818,1.5271683418419726,0.13130771144754902,0.13088938188589283,0.1316911275460175,7.069676680143816,7.069310777679075,7.070015816231966,0.67923685507285,0.6781207646511387,0.680399297037147,0.13825027236167353,0.13624045884252364,0.14033446706830652,42.62749571504207,42.62670667789934,42.62829275080001,2.2425371397805787,2.2394444097476836,2.2449649427465324,0.39645346188863806,0.39429815562044196,0.39850907115645495,19.210912541560504,19.210350647703425,19.211464890673096,2.205368393681429,2.203561485828926,2.207140477832211,0.22400224048021156,0.22264490970149955,0.2255055802472661,19.285236298257267,19.28485789520985,19.28562405250855,2.120021249803462,2.1187686313137832,2.121353932095077,0.17265860188639445,0.17207451940210408,0.17325944578181843,7.1439838865509975,7.143783660971007,7.144149909496842,0.593879728424807,0.593278724490176,0.5944407200027365,0.07983293386492632,0.07952311203211591,0.0801886306096302,42.51422120555773,42.5135553092994,42.514875295158404,2.36715778921445,2.3648062481621923,2.3695565917471133,0.31372476617798384,0.31188751616902344,0.3155666120717736
6,13.47379347368421,12.256588302475478,12.25630091680161,12.256912234921257,1.4949685886270108,1.4939532493648457,1.4960645060172508,0.12304792103737508,0.12258840282758073,0.12349947756116468,7.122099606521875,7.1216851206577525,7.122500413231869,0.6719520305449964,0.6707243702709026,0.6732961824317659,0.1391631689213997,0.13678624575111736,0.14167299653134674,42.792984171106724,42.792085838733996,42.79383681425959,2.1727405121530152,2.1699610110942387,2.175692940237043,0.35707279397268116,0.3548092969278311,0.3593066763479637,19.378700189330207,19.378062252649368,19.37927762979536,2.166938647584985,2.165165671294339,2.1687769283170693,0.2172199098483209,0.21557752970997787,0.21901441757916443,19.445468415512316,19.445061064778816,19.4458964121393,2.0770369936920607,2.0758159297741936,2.078378806606469,0.1599042619823713,0.15930097972257248,0.16056015153238437,7.188874552699245,7.188685423516372,7.189060394132436,0.5820247629887623,0.5814400568561662,0.5826286261617926,0.07399283092879869,0.07365139527001756,0.07431509889603656,42.6865497285704,42.6858593537656,42.687236400553886,2.2799232193426464,2.277574808937918,2.2825383995241686,0.2870601567501736,0.2852679146187516,0.2890365801856046
7,13.552759052631579,12.36883078954008,12.368500129427664,12.369228110925901,1.461061097558931,1.4600022607305385,1.4622118516910763,0.11619463959792026,0.11570116052362292,0.11663100636263793,7.173362406751754,7.172884633603775,7.173847984033454,0.6614167261125291,0.6599186675180213,0.662916931865723,0.14003582265417425,0.1369592656596382,0.1433368391468458,42.9519516557792,42.95096614393423,42.95289383812204,2.0989208012211376,2.095844342311974,2.1019951325093,0.3234677996858375,0.3213454544515803,0.3258838719311984,19.542237968853183,19.541567514882715,19.543005086724417,2.1226999379708813,2.120492081978625,2.1250354214367855,0.21108201569683016,0.20897951874737514,0.2134638868615275,19.601972157702043,19.60149218175274,19.602366546208902,2.032992164268417,2.0315230061938587,2.034589420764671,0.1484822770667768,0.14786196007338276,0.14910584938697677,7.233088705683603,7.232871969119711,7.233309047153945,0.5718598824037797,0.5711663663945705,0.57254036729668,0.0693784240084083,0.0689993298952725,0.06971006379552293,42.85101081363245,42.85022135186066,42.8518191171581,2.188810836167739,2.1860314104721685,2.191374348575372,0.2650054362553066,0.26322216808810445,0.2669223436061713
8,13.631724631578948,12.4779796129635,12.477563639642124,12.47839580636577,1.4256528231950205,1.424362905823917,1.426881917707491,0.11028660141100737,0.10978290227366523,0.11080444004143603,7.223347732528638,7.222793673203531,7.223915274642019,0.6488362346460929,0.646990415195276,0.6503592773374745,0.1405653000160404,0.13697659277067287,0.14439311375697894,43.104309362158375,43.103356700951494,43.10525210540072,2.023381620096285,2.0203271203243798,2.0263788784907697,0.2950183031173984,0.29239479197470297,0.2975218447582967,19.70136839307399,19.700605177624748,19.70215465265146,2.0745116233305536,2.071806580356579,2.0768118502092756,0.20486007130501205,0.20224312185601026,0.20779631308461322,19.75476634516697,19.754297472142284,19.7552207289447,1.9894034568024388,1.9878045968733817,1.9908620351705564,0.1382757520503764,0.13764419262362274,0.13886297758657096,7.27679170512874,7.276544891325813,7.277060188601054,0.5637944304091196,0.5629684628751669,0.564592895722258,0.06586816522802999,0.06547905008603029,0.06628710285331191,43.00765581798143,43.00683558320069,43.008495471803506,2.09697873366591,2.0943306768938585,2.0997489869906496,0.24611868804573833,0.24453345650736938,0.24806839030350936
9,13.710690210526316,12.583964530865803,12.583531901165303,12.58443566962335,1.3895733924165594,1.3881866406185417,1.3909111563392835,0.10487357651982598,0.1043577385742206,0.10540639614373848,7.272151609493177,7.271447437124178,7.272784707194905,0.6351527258863963,0.6331065519363716,0.6371658562954735,0.1414616629180765,0.13692913974746634,0.14578228827940634,43.25074065467601,43.2497769920359,43.25185336765398,1.9504231636187477,1.9471982140514357,1.953896437982102,0.2703672099494542,0.2678483787480222,0.27292698308260094,19.856120438723217,19.855275145767745,19.857004495486148,2.0248013319133777,2.0220911959970187,2.0274619577410085,0.19908685268038406,0.19601755238344418,0.20253828935165966,19.904193383430787,19.903642992942967,19.90478266984451,1.9475457741832987,1.9458497062903302,1.9492085464141273,0.12889969603396256,0.12821449419616532,0.1295959251953772,7.320234218155122,7.319926402850821,7.32052583551179,0.5578546514413085,0.5570196900671687,0.5588059119704607,0.06346266756698776,0.063029958630832,0.06393315595184777,43.15737782294786,43.156434292296815,43.15840259649031,2.010574138897934,2.007201749056879,2.013615930481824,0.2302911999818028,0.22857594212845536,0.23213414695441814
