bin,M_500c,M_hot_gas_500c_norm,M_hot_gas_500c_norm-,M_hot_gas_500c_norm+,M_hot_gas_500c_slope,M_hot_gas_500c_slope-,M_hot_gas_500c_slope+,M_hot_gas_500c_scatter,M_hot_gas_500c_scatter-,M_hot_gas_500c_scatter+,T_sl_wo_recent_AGN_500c_norm,T_sl_wo_recent_AGN_500c_norm-,T_sl_wo_recent_AGN_500c_norm+,T_sl_wo_recent_AGN_500c_slope,T_sl_wo_recent_AGN_500c_slope-,T_sl_wo_recent_AGN_500c_slope+,T_sl_wo_recent_AGN_500c_scatter,T_sl_wo_recent_AGN_500c_scatter-,T_sl_wo_recent_AGN_500c_scatter+,L_X_ROSAT_obs_wo_recent_AGN_500c_norm,L_X_ROSAT_obs_wo_recent_AGN_500c_norm-,L_X_ROSAT_obs_wo_recent_AGN_500c_norm+,L_X_ROSAT_obs_wo_recent_AGN_500c_slope,L_X_ROSAT_obs_wo_recent_AGN_500c_slope-,L_X_ROSAT_obs_wo_recent_AGN_500c_slope+,L_X_ROSAT_obs_wo_recent_AGN_500c_scatter,L_X_ROSAT_obs_wo_recent_AGN_500c_scatter-,L_X_ROSAT_obs_wo_recent_AGN_500c_scatter+,Y_X_500c_norm,Y_X_500c_norm-,Y_X_500c_norm+,Y_X_500c_slope,Y_X_500c_slope-,Y_X_500c_slope+,Y_X_500c_scatter,Y_X_500c_scatter-,Y_X_500c_scatter+,Y_SZ_500c_norm,Y_SZ_500c_norm-,Y_SZ_500c_norm+,Y_SZ_500c_slope,Y_SZ_500c_slope-,Y_SZ_500c_slope+,Y_SZ_500c_scatter,Y_SZ_500c_scatter-,Y_SZ_500c_scatter+,T_mw_hot_gas_wo_recent_AGN_500c_norm,T_mw_hot_gas_wo_recent_AGN_500c_norm-,T_mw_hot_gas_wo_recent_AGN_500c_norm+,T_mw_hot_gas_wo_recent_AGN_500c_slope,T_mw_hot_gas_wo_recent_AGN_500c_slope-,T_mw_hot_gas_wo_recent_AGN_500c_slope+,T_mw_hot_gas_wo_recent_AGN_500c_scatter,T_mw_hot_gas_wo_recent_AGN_500c_scatter-,T_mw_hot_gas_wo_recent_AGN_500c_scatter+,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_norm,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_norm-,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_norm+,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_slope,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_slope-,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_slope+,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_scatter,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_scatter-,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_scatter+
0,13.0,11.430489313562287,11.430249836967057,11.430742734973087,1.7236648089214048,1.7228003695643865,1.7246135447694089,0.24526024007922828,0.24479157198586085,0.24574592680821586,6.757699398042213,6.757531604562876,6.757848943825131,0.6782131646939974,0.6776185048770595,0.6788171830730152,0.14156217801735774,0.14121956681680387,0.1419099357803576,41.373329267879384,41.37262497061598,41.3740676330411,2.5067001200263324,2.5040092392000353,2.5093911713252797,0.6968241796464223,0.6949884736333141,0.6985857367507864,18.18819909446468,18.187871479286628,18.188556896011402,2.401903367240121,2.400569919596981,2.403208290895258,0.3213621824988412,0.320762340664559,0.32194275618920626,18.267955310118523,18.26763726502542,18.268294088734386,2.394864813285686,2.393654793129528,2.3961444853127927,0.30753560151683934,0.30699962004866366,0.308116254257478,6.837453246750387,6.837300451444331,6.837586944393632,0.6711541726655992,0.670585541715059,0.6716915629713395,0.1434972175995974,0.14318825557571388,0.14383045781301831,41.19391796209636,41.19338846949694,41.19445187354114,2.6338506192334497,2.6317509829046557,2.635811940449106,0.537646946825335,0.5358762230478326,0.5392995000416886
1,13.093647789473684,11.590970043780416,11.590717257322018,11.591214458423856,1.7165220171463318,1.7155899927996852,1.7174801218267883,0.21930651914618093,0.2188739951528397,0.21970285643711385,6.824341390941109,6.824158490971153,6.824517478606118,0.7000891188775072,0.6994789395421864,0.700637118723101,0.13589962308841547,0.13551838109449804,0.13630067963725023,41.60374966280686,41.603085409385635,41.60435328136228,2.4751974913831614,2.47293337888821,2.4778615189127846,0.6156290779657875,0.6139702519391997,0.6174624329666095,18.415331532547444,18.41495822957459,18.415680596996015,2.4166046747874077,2.4153149826561573,2.4178348086888093,0.2981318137905713,0.29747339196264005,0.29872252028527585,18.489531253735905,18.4892127675733,18.48984348496849,2.375131327181549,2.374082950782783,2.3762537479821413,0.2779712855243548,0.2774330926796554,0.27853290000595776,6.898571268609134,6.898429591963295,6.898716055759765,0.6586169972778237,0.6581232525202463,0.6591423953805993,0.12774228325092074,0.1274355866670594,0.1281030985128794,41.437855896178576,41.437316256208604,41.43835505394635,2.613736117759494,2.6118975717710695,2.6157630097024813,0.47520402193416,0.4735293629506755,0.4768695298332509
2,13.187295578947369,11.749536630015252,11.74927977837536,11.74979014564145,1.7011971174051195,1.7003156134110202,1.7021187712687107,0.19649154027752413,0.19610398270915322,0.19698833883873387,6.891778699887608,6.8915928068756,6.891978795414363,0.7122767965289315,0.7116623659679022,0.7129172425833135,0.1296928937882315,0.1292277513776374,0.13017803173097606,41.82906188127918,41.8284304789638,41.829710106550834,2.4304174254427124,2.427942154613964,2.432671312564023,0.5394853658464636,0.5378765440414753,0.5412457875472788,18.641299844317057,18.64091604110113,18.64169662201953,2.4134973675087825,2.41220538142654,2.4147850780854827,0.2768463482527461,0.27619427254044676,0.27749533122686126,18.70727225536973,18.706962293991115,18.707612567783883,2.3425929381398216,2.341486126079247,2.3436883100001364,0.25094750413520395,0.2503928221614804,0.25149246893726435,6.95774738420143,6.95760111985629,6.9578849266862735,0.6413604841914987,0.6408511470613899,0.641884795854431,0.11319371512513558,0.11290240590994019,0.11351139655867486,41.67727333833588,41.67676084589195,41.677851197240486,2.5764299764481384,2.5746568236996237,2.578345470784193,0.4191841625397093,0.4176537771943419,0.42088038597932437
3,13.280943368421052,11.905193215823854,11.90493471412911,11.905484735636756,1.6763050468537368,1.6754428216601496,1.6772380318430957,0.17797304609439285,0.17754257276276433,0.17842169398132182,6.958552522245906,6.958353770348834,6.958752834590267,0.712115264419914,0.711444757638657,0.7127763863383705,0.1232141640991839,0.12261548982322562,0.1238331520697203,42.04775564853169,42.047096777293355,42.04841634912513,2.3700742461337283,2.367647686636508,2.372204310247722,0.47188390885755954,0.47012374783028305,0.4735354707772434,18.863798512297883,18.86337919491602,18.86416090490704,2.388394180914565,2.387073526058162,2.3897508466520376,0.2580401880149793,0.2573927719918556,0.25868778516439817,18.91986892984184,18.91955241906282,18.92019435790321,2.296449523843598,2.295304083963037,2.297574035221034,0.22737721415977036,0.22678312616003632,0.2279343748545537,7.014678880441987,7.0145380309010585,7.01482559473069,0.6202458966154034,0.6197601656154293,0.6207786908739031,0.10056254994117943,0.10026281219597996,0.10088650608653675,41.90997515984578,41.90942403824706,41.910512351012606,2.517839886743245,2.516139389935758,2.519712899039505,0.3727254409603683,0.3712552915759195,0.37415350908787154
4,13.374591157894736,12.057007705924207,12.056727030857525,12.057277196081412,1.64178056493835,1.6407530754085249,1.6427365840116075,0.1633710189344084,0.16293731772161568,0.16378731309583652,7.023483279567349,7.0232566255062805,7.0236876411363,0.6999780132405333,0.6992934159639154,0.700633065269008,0.11649491197719503,0.11571736360133482,0.11724830139859864,42.25847542045811,42.25783174147291,42.25911594491229,2.295747128314413,2.2933583910185114,2.2977579765414764,0.41416932129636286,0.4124773027086772,0.415883535161368,19.080485481621917,19.080067347770967,19.08091933025954,2.3417680122205358,2.340330668212577,2.343201728434615,0.24116776419221292,0.2404725150376781,0.24188257512599234,19.126325826836755,19.12596566109174,19.126663325210597,2.239031962473309,2.2378391403099998,2.2402237451724916,0.20704415934749337,0.20646696539531847,0.20763701799776035,7.0692789465942525,7.06912390742425,7.069434479533275,0.5972326534834109,0.596667324257573,0.5977045670457957,0.0900746515655266,0.08973589306944213,0.09043672321474593,42.133732691590566,42.13316422948723,42.1343030952607,2.437927817130305,2.435865828362565,2.439778552959473,0.3358438959016389,0.33454749294813657,0.3373191392433523
5,13.468238947368421,12.204268182258502,12.203968152697604,12.204572843215244,1.5993705259288418,1.598376974949433,1.6003559887583878,0.15159722487061833,0.15115371375463016,0.15207991685926403,7.085898809835691,7.085690255536888,7.0861151965768565,0.679374671112567,0.6786578329061699,0.6800934200424973,0.10928760033108938,0.10844362899927733,0.11020854184844087,42.46043479618821,42.45973667353301,42.46113870279616,2.2110710062264385,2.208664708753473,2.213326210175787,0.36602329842516823,0.36426261378179386,0.36777211930079184,19.290120459869694,19.289682508304427,19.290594358872475,2.278744208542972,2.2771768161787573,2.2801811921737856,0.22504793297195308,0.22423858778126396,0.22586498107081954,19.32602200856006,19.32566887631094,19.32638943472062,2.174438286604052,2.173194500882432,2.1756102455085546,0.18912538097645443,0.18857353355906087,0.18973142781010022,7.121759414007794,7.121600347888221,7.121920129797399,0.5750412230998015,0.5744843691406625,0.5755767678520606,0.08162533025635971,0.08125118842739386,0.082041122151482,42.34725544959191,42.34666912465192,42.34783710606393,2.341385399374875,2.339433146908314,2.343585257982207,0.3073373423596788,0.3060589303811175,0.30869963392557714
6,13.561886736842105,12.346493732710087,12.346172077159022,12.34683812344124,1.5513201665701613,1.5503041231524743,1.5523720292483778,0.14152090287707852,0.14103085879515545,0.14201618050054315,7.14571332252272,7.145473373778144,7.145936371784549,0.6552283770331238,0.6544072411663305,0.6559585566529974,0.10190301892838909,0.10088829199035344,0.10316583636853036,42.65342685353944,42.65272359691383,42.65408820577838,2.121581214743498,2.1192350489748297,2.1241250655919965,0.3261687546808984,0.3244375818123923,0.3278868829619896,19.492200894412765,19.49174351679924,19.49263804311738,2.206554679855685,2.2048854346763056,2.2081484487924876,0.20889070766450923,0.20796259622735683,0.2097925877660649,19.51907654778801,19.518689512027077,19.519468327062437,2.107567336131451,2.106293895604411,2.1087555420831015,0.172765380638848,0.17218772281447015,0.17336762345615475,7.1725995435696435,7.1724211022749005,7.1727663081210125,0.5562010146113143,0.5556428477688792,0.5567816384609339,0.07489187033182355,0.0744911543868521,0.07532626413901425,42.55004224584518,42.54937540009644,42.55064013590667,2.236429218821175,2.2343861301453636,2.238640645891584,0.2844057402451605,0.28302104426528457,0.28569237858274527
7,13.65553452631579,12.483501394485765,12.483165357281296,12.483851893629401,1.500047182512605,1.4988511905647954,1.5011404903128984,0.1321182077963844,0.1316291863075204,0.13258651798637913,7.2032491191431465,7.20299479480746,7.203522901364149,0.6317437845794808,0.6308737665332501,0.6325730981058734,0.09455103144706078,0.09317300784501759,0.09599535328225525,42.83765556534107,42.83687919811935,42.83842622063131,2.031846987149783,2.0293317179246713,2.0345017075837672,0.29320250865924186,0.2914292428536178,0.2949779253418945,19.686729923096934,19.686222056881206,19.68724647326514,2.131656394406357,2.129989617936397,2.133222523810608,0.1924310763635183,0.19146680163344545,0.1934722146270492,19.70592692807977,19.705521167500702,19.706324847357752,2.0422897488744294,2.0409774799391767,2.0435845046040764,0.15753606763637806,0.15685061179490026,0.15811814466691573,7.222419556010209,7.222232010013251,7.222612380939274,0.5423851423473633,0.5417334609648479,0.5430041922017702,0.06972810728017716,0.06929400986777852,0.0701916127125804,42.74224992770817,42.74150725537076,42.74293733290376,2.129999885082423,2.1277996148810745,2.132294087254306,0.26483607325044156,0.26360699329354587,0.26615943535434466
8,13.749182315789474,12.615292009599944,12.61493477508895,12.615651487235876,1.4475007413093093,1.4463043315432578,1.4486379761300514,0.12277312388608312,0.1222793518940649,0.12328213579467208,7.259053332912482,7.258775146892428,7.2593305067178,0.6115056664330918,0.6106021793698806,0.6124078745390741,0.08820528010352914,0.0865948975487038,0.09006145860685509,43.01353139712519,43.012732753962574,43.01431665146437,1.9448483216326167,1.9424655445130778,1.9474026827496906,0.2660472254085203,0.26421020119378247,0.26806934144500366,19.874300095806657,19.873794812938257,19.87487319187999,2.0589212936159607,2.0572164483138615,2.0606380338319665,0.17613941526647214,0.17494851492525212,0.17754168243936755,19.887031602293142,19.886622171432798,19.887463165027793,1.981236633424448,1.9797659335596867,1.9826356375269771,0.14322991385443382,0.1425470940112819,0.14385427504054923,7.27177672080443,7.2715524391824715,7.272000688697364,0.5338661803256682,0.5331504629742864,0.5345592595079047,0.06590892953470379,0.0654604649002059,0.06636997778972886,42.924646181427406,42.923874472106235,42.925477188329104,2.0270640404352216,2.0243502666621302,2.0295747892612384,0.24767110906450263,0.2463774827530674,0.2491056464196756
9,13.842830105263157,12.742023731542773,12.741646579433562,12.742417676599583,1.3958843357917734,1.3946162154311839,1.3972259727001894,0.11332587878251328,0.11275519835220636,0.11384131180028136,7.313585648067579,7.313280096397048,7.313916925170269,0.5956797380161512,0.5945951929232923,0.596759671287903,0.08353834569049594,0.08123278325045837,0.08578377305605615,43.18153018154716,43.18061677602817,43.18231334066397,1.8621273161208105,1.859226956882895,1.8649714969868447,0.24314402584750333,0.24108297412122778,0.24536844075973743,20.05561151922182,20.055075041960443,20.056205589915745,1.9916560324158352,1.9897895409589201,1.9935740065763523,0.16078019739782634,0.1593633619745309,0.16245224597673538,20.063104699480633,20.062658955605002,20.06358891098562,1.9261026212115775,1.9245659678418812,1.9275498329291234,0.1301728735594198,0.12953589436398616,0.13087451991969928,7.3211011009568665,7.32084542710529,7.321341343912991,0.5301578772576712,0.5294152845184918,0.5309289113546773,0.0630778441545447,0.0626317580947692,0.06354589258620379,43.0979392622181,43.09717857685028,43.098792376780146,1.9305763503278301,1.9278096848803894,1.933146130029408,0.23220052184130419,0.23079728210074446,0.23349363044971883
