bin,M_500c,M_hot_gas_500c_mpq,M_hot_gas_500c_mpq-,M_hot_gas_500c_mpq+,T_sl_500c_mpq,T_sl_500c_mpq-,T_sl_500c_mpq+,L_X_ROSAT_obs_500c_mpq,L_X_ROSAT_obs_500c_mpq-,L_X_ROSAT_obs_500c_mpq+,Y_X_500c_mpq,Y_X_500c_mpq-,Y_X_500c_mpq+,Y_SZ_500c_mpq,Y_SZ_500c_mpq-,Y_SZ_500c_mpq+,T_mw_hot_gas_500c_mpq,T_mw_hot_gas_500c_mpq-,T_mw_hot_gas_500c_mpq+,L_X_ROSAT_obs_ce_500c_mpq,L_X_ROSAT_obs_ce_500c_mpq-,L_X_ROSAT_obs_ce_500c_mpq+,M_hot_gas_500c_T_sl_500c_L_X_ROSAT_obs_500c_Y_X_500c_Y_SZ_500c_mpq,M_hot_gas_500c_T_sl_500c_L_X_ROSAT_obs_500c_Y_X_500c_Y_SZ_500c_mpq-,M_hot_gas_500c_T_sl_500c_L_X_ROSAT_obs_500c_Y_X_500c_Y_SZ_500c_mpq+
0,13.0,0.17661554524888465,0.17473406073043948,0.1785437299882368,0.22664519796787477,0.22369974276365787,0.2294683138939135,0.3514550291747799,0.34483305664511144,0.3582077831035699,0.14722030589538687,0.14571257173388744,0.14874962895503505,0.13656246050155807,0.1351837008956959,0.1379747593910688,0.20606775465159882,0.2034420134007324,0.2086899198746836,0.329797111122382,0.3245398591453643,0.33490253462542807,0.12593703496225442,0.11648130479440734,0.12930701446973397
1,13.107746421052632,0.1533913786428913,0.15152524820886393,0.15514822794328706,0.21617911065741463,0.21324319189786312,0.21926895053651543,0.3033871217346239,0.297459224008195,0.3095056503051455,0.13008975319814406,0.12863002806982193,0.13157082363759456,0.12093535502031139,0.11961826870669388,0.12237768334291066,0.1876504686923755,0.18524003442196224,0.19026049782417975,0.2888574410581288,0.2835039507433596,0.2948410465265759,0.11351857559884075,0.10370707604419611,0.11668954185194022
2,13.215492842105263,0.1329819087043485,0.13147725012976164,0.13453805443175232,0.20726376897568277,0.20434862630578426,0.21052435466574562,0.257249557129895,0.2511522288028028,0.26298542250154083,0.11610753623253793,0.11465921737725199,0.11760760641805484,0.10730615926555934,0.10585953601435844,0.10861514451153591,0.17053530511489023,0.16822105465324325,0.17291937010724673,0.24909721002191568,0.2432128549596305,0.25507017858526065,0.10191813972116393,0.09301602481982288,0.10543368292476557
3,13.323239263157895,0.11554456994043624,0.11381135473570175,0.11709427475730924,0.19968526979035975,0.19538473968206932,0.20352125306827606,0.2153057870071918,0.2101862647185217,0.22088076919696498,0.10540106022514736,0.10396557875174528,0.10710193763882227,0.0953713938892101,0.09407901229535724,0.09671689163466915,0.1545922107449345,0.15196724865667866,0.1571312672417133,0.210258726639851,0.20454068238066342,0.21564544806232244,0.09106498950953157,0.0813651833646678,0.0945713927690146
4,13.430985684210526,0.10189900573816676,0.10021697712390636,0.10344073726143459,0.19057412644052446,0.18669547098015848,0.19457839786820194,0.17902650401585796,0.1732108528208192,0.18520560766236072,0.09761454450344692,0.0959882758638417,0.09935790217786902,0.08559657169619372,0.0842420385478129,0.08701314010081175,0.1405673591986092,0.1377923129645704,0.14314053159255535,0.17564923881732614,0.169249658883536,0.18180111187075243,0.08170260881956257,0.07035212345202045,0.08567405961796447
5,13.538732105263158,0.09264322965256111,0.09090267126109723,0.09423391830042296,0.18028581386589262,0.1758109336319038,0.18478038436178787,0.1530495705862468,0.14522175684283875,0.16019695133549297,0.0922399891905312,0.09033419058946324,0.09397175519076843,0.07808093698717528,0.07656027008246505,0.07953903546709881,0.12854447841649314,0.12554154834531947,0.1316346626021327,0.15065489978944144,0.14284036417013185,0.15727699552509472,0.07339559111669453,0.06309860396146814,0.07776521945621573
6,13.64647852631579,0.08766101716866723,0.08609073348183455,0.08931082740904794,0.1688988137783045,0.16375510855696793,0.1734557984553844,0.13877435978742222,0.1289711447268124,0.14793231358660164,0.08840569725361755,0.08653207232253005,0.09015442405465961,0.07234698438040735,0.0709286759329588,0.07381879370438858,0.11945276679239245,0.11564139460466336,0.12293149065911169,0.13561676014227797,0.12615949774496435,0.14435787478071338,0.06671508408870931,0.056069212262395654,0.07177931398209228
7,13.75422494736842,0.08521500028647641,0.08333667843052589,0.08715361511594674,0.15634755800493216,0.1497845471093509,0.16192306583279129,0.1347790866436755,0.12523196614857662,0.14418594057017417,0.08550823667728247,0.08350852785095479,0.08737752759097654,0.06829961489043701,0.06695328863817895,0.06994135723807618,0.11164352947912139,0.10726518722828102,0.11550238302525453,0.1312565819875654,0.12137108015517764,0.14136388567928987,0.06125227560104563,0.04811853589159146,0.06673506277455102
8,13.861971368421052,0.08300941651402782,0.0811121836069424,0.08496112478994397,0.14661238120511122,0.14012716850772466,0.15267648194049463,0.13883963600940324,0.13006614665545982,0.14664667588630823,0.08298711773318689,0.08093951836142707,0.0847906881412099,0.06459079098956055,0.06310898540527074,0.06599736869157864,0.10511256273530746,0.10104854906724067,0.1091263793378562,0.132228091160644,0.12237374047837547,0.14122777717792218,0.05578858370209412,0.044200019624796805,0.06141850813921662
9,13.969717789473684,0.07945282009907814,0.07748774106081589,0.08154324335216888,0.13947896457554212,0.13281628436380702,0.14560080185775645,0.15261438526090063,0.14586252162442373,0.16017455719280962,0.08065519792461393,0.07832850636089352,0.08282850146647125,0.06121504602449594,0.05965735385513725,0.06278099151693937,0.09885762729720421,0.09491770284123836,0.10244379501318568,0.13648102404923637,0.12983339579303269,0.14353078704963956,0.05173346428014594,0.03879604056604567,0.05724670220191955
10,14.077464210526315,0.07392278732214978,0.07192421971194686,0.0757685247833575,0.13963335647028136,0.13322979726497564,0.14593573851329653,0.18329567703023963,0.17379463227859304,0.19358021337040346,0.07720480715274139,0.07478613837923047,0.07973811819203973,0.0577782179610893,0.055957385306091845,0.05963973526565896,0.09462115908867726,0.09053441038572868,0.09864513076971387,0.14305191470290485,0.13707951358634898,0.14825819475861315,0.04806932884507364,0.03603393338339722,0.05382219119399561
11,14.185210631578947,0.06661245750517948,0.06462706927943965,0.06865719409543274,0.1461693373762905,0.1389988937154477,0.1525163046318529,0.23007181132069177,0.21333348447485695,0.2462718457933852,0.07556717779843466,0.07289702786318823,0.07799464132148125,0.05531041240483067,0.05300349092690888,0.05755958694985265,0.0935594669381941,0.08876204279190746,0.09837143417265659,0.15336119856560826,0.1483305257033461,0.1582035517855949,0.04413788473629773,0.03288881089538327,0.049967902979292156
12,14.292957052631579,0.06012194932942483,0.05823374185303496,0.06209312317316074,0.1598459275583835,0.15349740838321949,0.16679851695439107,0.28771262267379993,0.26787648764180527,0.3057201834995004,0.07683685948192033,0.0735596244623447,0.08000801289767483,0.055214208033003497,0.05220531761194453,0.05781393966366078,0.09610586012729455,0.09050092822883943,0.10170795059651384,0.16723957399196623,0.16151345874823173,0.1731906807499874,0.04289192122052657,0.032929576554199654,0.04777817267153598
13,14.40070347368421,0.05560361122427032,0.053506885652796154,0.05744061272916164,0.17674825784548082,0.1680622103197876,0.18549429497253206,0.3518314688846161,0.32868728356253546,0.3736213238154126,0.08083884272929825,0.07713160230855175,0.08423156965106819,0.05629532707833699,0.053353370404669365,0.05912527499350148,0.098527547477687,0.09351365501648225,0.10371519978790489,0.18031672026786277,0.17436811998841814,0.18650707197345445,0.04059541574378449,0.032555618889301904,0.045065815943477285
14,14.508449894736842,0.052326158708776715,0.05012866986313665,0.054499862239950035,0.19274050533934295,0.18262060678560538,0.20193895787227542,0.4148710333708657,0.38831211414668554,0.44206253916190086,0.08605693033547321,0.08238498929519553,0.08976826293563397,0.05718668848831293,0.054406609308310254,0.059819120658062525,0.10193313877330396,0.09736106297471768,0.10642713199891753,0.19193210877346167,0.18483853205910655,0.198292137530017,0.0392871914185639,0.03155402296087455,0.04319486038082874
15,14.616196315789473,0.04862858375946199,0.04621284994976751,0.05114461434922103,0.2076833838256323,0.197916090142433,0.2174026870278654,0.4625599909939763,0.43230529655448874,0.4960054618957856,0.09073834608924206,0.08648921930419978,0.09474942986526008,0.057897175633279604,0.055685424137267035,0.06018800964713574,0.10471142842920012,0.10054083677382354,0.10871023942126072,0.19827280778927808,0.19035820824566968,0.20636033239542673,0.03738512153714686,0.02982472189313683,0.04159123169191052
16,14.723942736842105,0.0457763047016948,0.043313341896582765,0.04823853113269086,0.2190706340644098,0.2074528465676348,0.22967575272308274,0.4865824864470156,0.45192123812560736,0.5256282476676268,0.09371745323853772,0.08910542159211708,0.0980645833245638,0.0576443517658463,0.05522810757124156,0.05984225556570288,0.10636604658070445,0.10220906395065657,0.11025177411747208,0.20388389120158446,0.19324961906850402,0.21485956917491814,0.036704826020992704,0.030159457004217814,0.04002144795101732
17,14.831689157894736,0.04311429004566941,0.04085998896457346,0.045405759262663666,0.21972172463271072,0.2085448244426421,0.23256402364694767,0.5008894097046537,0.4611025606362598,0.5413428360600303,0.09440849280713824,0.09023742159166505,0.09843583949585778,0.05699662817143833,0.054551994850179183,0.05914703923246395,0.1059793272147593,0.10123057297306078,0.11040076059759173,0.2097369684751385,0.19461019910634053,0.2269740750991542,0.035098512765755395,0.029632295197919937,0.038543329350867205
18,14.939435578947368,0.041131459198681206,0.03895777317728257,0.04308541733146837,0.21909241388022593,0.2053449505304204,0.23145661180608196,0.5111492847091466,0.4657151053828453,0.5625138580566698,0.09305390908338558,0.08869510109351998,0.09788831555169723,0.0549707686871459,0.05251600391736813,0.05736945842454103,0.10391885246033696,0.0989752653775292,0.1092802841455899,0.2166039467116797,0.19566684697884784,0.2357394273302591,0.03325226194720982,0.026609320853923826,0.03662677310525549
19,15.047182,0.03969836873743476,0.03743016290015213,0.04188048511597945,0.2106059873242035,0.1938106617812238,0.2260631229757245,0.5291534574901517,0.4736994742359099,0.587385894718619,0.0902198885630413,0.08482351480217645,0.09551445184585698,0.05305925228587259,0.05015610388253893,0.05575775210954514,0.10189426894607612,0.09538485855868531,0.10738792185430744,0.225282570254201,0.19994190163742961,0.25126720726006435,0.030797551463368197,0.024395208583982975,0.034724014037143196
