bin,M_500c,M_hot_gas_500c_mpq,M_hot_gas_500c_mpq-,M_hot_gas_500c_mpq+,T_sl_wo_recent_AGN_500c_mpq,T_sl_wo_recent_AGN_500c_mpq-,T_sl_wo_recent_AGN_500c_mpq+,L_X_ROSAT_obs_wo_recent_AGN_500c_mpq,L_X_ROSAT_obs_wo_recent_AGN_500c_mpq-,L_X_ROSAT_obs_wo_recent_AGN_500c_mpq+,Y_X_500c_mpq,Y_X_500c_mpq-,Y_X_500c_mpq+,Y_SZ_500c_mpq,Y_SZ_500c_mpq-,Y_SZ_500c_mpq+,T_mw_hot_gas_wo_recent_AGN_500c_mpq,T_mw_hot_gas_wo_recent_AGN_500c_mpq-,T_mw_hot_gas_wo_recent_AGN_500c_mpq+,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_mpq,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_mpq-,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_mpq+,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_Y_SZ_500c_mpq,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_Y_SZ_500c_mpq-,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_Y_SZ_500c_mpq+
0,13.0,0.14229151137062745,0.14202677822543508,0.14257612407855366,0.2087828783963255,0.2082531221379467,0.2092855278353201,0.2780179853800653,0.277238100025797,0.27888877338288304,0.13379020382470946,0.13351631539449224,0.1340642021614172,0.12841728472293576,0.12816732298368966,0.12866420612465349,0.21375446303174475,0.21321804513794212,0.21427694737055533,0.204053824015854,0.203422135210953,0.20469422370334103,0.12810415069981423,0.12768018438519738,0.12834795733638352
1,13.093647789473684,0.12776095747655256,0.12749808435044632,0.12803804715522038,0.19408575999349525,0.19356179343442717,0.19467354933144987,0.24873214787886044,0.24793499079145165,0.24952935221082234,0.12336787221958337,0.12309821130983993,0.12364410101457751,0.11702419901737252,0.11677552986688766,0.11725570356306582,0.19402785115431184,0.19353376994219085,0.19453799011335549,0.18179029481651343,0.18115394027635107,0.18245584284666597,0.11667023462670587,0.11603166445711313,0.11695462030057974
2,13.187295578947369,0.11553291664036043,0.11527128729160285,0.11579276776514594,0.18202513329990078,0.18140400657819972,0.18266300136036429,0.22191025092938338,0.2211171087439323,0.22269053757137913,0.11471719156055157,0.11446778305825714,0.1149796833726896,0.10709360749860625,0.10687022873526152,0.10732920150277651,0.1764850589593368,0.17600808978735802,0.17701014332536244,0.16269670315973384,0.16210835709368152,0.16333599983739847,0.10654540966199241,0.10596523023783345,0.10683636331239023
3,13.280943368421052,0.10619048731232653,0.10593474991354968,0.10643467857256224,0.17299550087485915,0.1721530738368135,0.17380510299329066,0.1990781239717495,0.19828324313590548,0.19983144513453296,0.10803423709349347,0.10776859109130368,0.10830860858029734,0.09902184874076131,0.09878740099191949,0.09927532083121071,0.16214919960089613,0.16163359453998644,0.16272444688664867,0.1480309554719225,0.1474504222471811,0.1486095057174906,0.09800229521873147,0.09711270263254569,0.0983797670126522
4,13.374591157894736,0.09951192673599119,0.09923821304079422,0.0997820202283828,0.16649265273472452,0.1653238589645736,0.16755698192299742,0.18037162721544753,0.17960744816065258,0.1810754231597979,0.10297757543165674,0.1026712211677528,0.10330481805125241,0.09248706058007292,0.09224091510013253,0.09272828452779237,0.15083050194951403,0.15029348665869,0.15139751969761,0.13781259092355644,0.1372067114295983,0.1383910460813815,0.09096711382781723,0.08979255831249526,0.09147075677441983
5,13.468238947368421,0.09481586713966113,0.09454819387331317,0.09507976183732281,0.16085409388459676,0.1595519780009886,0.16223772786365637,0.16555386811963324,0.16477378043598326,0.1662863988210119,0.09878209438996953,0.09846378670459907,0.09909352487770545,0.08697622108110165,0.086722639850087,0.08727830365914932,0.14191996447812028,0.14121832544305438,0.14259230113125326,0.13123177876358427,0.1306695331766518,0.1317657982164161,0.08488888826207279,0.0835314463613614,0.08562994813891152
6,13.561886736842105,0.0912245698176107,0.09093169301380498,0.09154573704102345,0.15535395956713402,0.15349129941649217,0.157016507006662,0.153662384850157,0.15288493992519175,0.15450236780882728,0.09469815744541159,0.0942638665739615,0.0950948606807003,0.08201897529914595,0.08170438455930236,0.08228068304958266,0.1347043740895693,0.13390493904442163,0.135411989905782,0.1270996616694765,0.12651342550481762,0.12769293326032166,0.07956936830212064,0.0780741609590423,0.08036742766088639
7,13.65553452631579,0.08809726229067343,0.08777124050312464,0.08841265366178615,0.14980441954403081,0.1474701923006425,0.15183828022337817,0.14433707378688915,0.14350321473291963,0.14516633149520444,0.09019607766718174,0.08973736723848462,0.09065268973377814,0.07709643117311234,0.07676587150498104,0.07737717491957756,0.12855266781679167,0.1278023397282449,0.12940529739910267,0.12439190639109204,0.12379468636789713,0.12507013027452676,0.07448263547418542,0.07266615167410691,0.07538293788512723
8,13.749182315789474,0.08483783285307497,0.08446754261600607,0.08520461670565294,0.1444579979957496,0.14142813649474198,0.1472773307160758,0.1367161389394935,0.1357166343026315,0.13767473673488329,0.08547671339109922,0.08490704705721012,0.08611219090620369,0.07229572394994878,0.07196424677240137,0.07261055591705176,0.12349556051944571,0.12262062351215713,0.12432177887160024,0.1221785691183298,0.1214833604515828,0.12288606343525998,0.06972578546686892,0.06813348903435044,0.07066269250807715
9,13.842830105263157,0.08121880550161072,0.08083738810542876,0.08158454491721433,0.14041885778604313,0.13652596481557058,0.1442471527852818,0.13066607256810703,0.129644175619964,0.13178060539443756,0.08073839149869942,0.079939398800495,0.08151538725727786,0.06759329267549836,0.06726448277459778,0.06791854413533893,0.11902291327272688,0.11820467487419721,0.11983775650831892,0.12027399259253274,0.11954185745672861,0.12102033450736463,0.06521245632854242,0.0638365844839739,0.0661014967273065
10,13.936477894736843,0.07706377515371099,0.07664367285173126,0.07751842335341147,0.13858676637539774,0.13365553213186382,0.14336855937422793,0.12550069638540554,0.12426360892688194,0.12681766949813206,0.07619091967801955,0.0752258683038519,0.07731356561023982,0.063206381011116,0.0628305093285328,0.06356162392713052,0.11503845988094491,0.11419362649676129,0.11589000535841927,0.11841191260960826,0.11762411405484909,0.11922616719142115,0.06109585679582574,0.05999653515650373,0.06183625188926258
