bin,M_500c,M_hot_gas_500c_mpq,M_hot_gas_500c_mpq-,M_hot_gas_500c_mpq+,T_sl_wo_recent_AGN_500c_mpq,T_sl_wo_recent_AGN_500c_mpq-,T_sl_wo_recent_AGN_500c_mpq+,L_X_ROSAT_obs_wo_recent_AGN_500c_mpq,L_X_ROSAT_obs_wo_recent_AGN_500c_mpq-,L_X_ROSAT_obs_wo_recent_AGN_500c_mpq+,Y_X_500c_mpq,Y_X_500c_mpq-,Y_X_500c_mpq+,Y_SZ_500c_mpq,Y_SZ_500c_mpq-,Y_SZ_500c_mpq+,T_mw_hot_gas_wo_recent_AGN_500c_mpq,T_mw_hot_gas_wo_recent_AGN_500c_mpq-,T_mw_hot_gas_wo_recent_AGN_500c_mpq+,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_mpq,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_mpq-,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_mpq+,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_Y_SZ_500c_mpq,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_Y_SZ_500c_mpq-,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_Y_SZ_500c_mpq+
10,13.789655789473684,0.07359235692743012,0.07310234984043268,0.07402264577689491,0.2283089779504781,0.2198944466517026,0.23637242718075116,0.13260485197711236,0.1310055213601969,0.13413344233927935,0.09801436304592315,0.09596999398868772,0.10013408134786082,0.06316947609784775,0.06275617348756651,0.06359628965162195,0.11196928309003586,0.11097605452693526,0.112954224625154,0.11255126499225514,0.11158720809245935,0.11354811856092212,0.061413989657447265,0.0606385734000504,0.06203836776876986
11,13.868621368421053,0.07156435064805988,0.07105905787269254,0.07211747681469645,0.23547226481490563,0.22556945852270394,0.24508399697240438,0.1277807153345749,0.12595393537230978,0.1294933771266402,0.09809842152603737,0.09530785665574007,0.10058988602421619,0.06044900826560466,0.060018332807666795,0.06090468626746869,0.11099032286619573,0.109823777402417,0.11217728833077943,0.11145258361820817,0.11027499141442157,0.11262572296527185,0.058674637434579534,0.057853912040972365,0.059312301516862974
12,13.947586947368421,0.06949626197232642,0.06893999669806981,0.07007929382748054,0.24526787646737336,0.2330192774583567,0.25699797969768173,0.12460324946320206,0.1222344466713964,0.12715430400505134,0.09862039926400512,0.09543374649354569,0.10178092950680703,0.0578967007333687,0.05737801738247071,0.05846644033012036,0.11094806019575137,0.10943515035803604,0.1124222725658481,0.11162793922972693,0.1103004898277307,0.11299664195368787,0.05629527075489792,0.05533057165650768,0.05700418702570143
13,14.02655252631579,0.06743760480550406,0.06680877628681588,0.0681118238047262,0.2552045188954696,0.23992796411677678,0.2703593071652619,0.12399918094731967,0.1206968598247867,0.12728493158936655,0.1001903547126597,0.09582295583450265,0.1046447489162534,0.05576019480418876,0.05519784073082226,0.05632362494803807,0.11130062667022408,0.1095784863258464,0.11304711521735959,0.11307443983482518,0.11158388033428998,0.11470370281010672,0.05415924446989684,0.05322999248183377,0.05491513075414941
14,14.105518105263158,0.06550004755207905,0.06472862338257358,0.0662466129573069,0.2670246477442688,0.24914707773848868,0.2848141424952835,0.12561818145939507,0.12120336648023106,0.1301209662506403,0.10143046177714293,0.09624673548904943,0.10728788616155839,0.05387319059188888,0.05317006540333888,0.05453504739889737,0.11171461290882809,0.11001414235421497,0.11323202141489118,0.11629209627905583,0.11435016889880481,0.11809184549441862,0.0522687409076948,0.051272788980233124,0.05304013346244279
15,14.184483684210527,0.06355950465026379,0.06263906197156585,0.06449218811779225,0.275493213609605,0.24848938931780315,0.29543399830176154,0.12896451186964342,0.12361929038797458,0.13395245063699343,0.10380783224213874,0.09685400225739174,0.11018639482245927,0.052247798097592224,0.05153353577045623,0.05292511873405438,0.11230104710671684,0.11037866463139519,0.11414547844064211,0.12030974014011153,0.11792468384378116,0.12259331712784985,0.05045134421326529,0.04950771275966151,0.05123842109382116
16,14.263449263157895,0.06141714906762334,0.06039302782676482,0.062383299378056034,0.28070613323697546,0.2550869335801175,0.30561336037651987,0.13391052817571986,0.12788422201192423,0.14037940658768958,0.1037868969371731,0.09600832273729394,0.11163774269418933,0.05076792803833426,0.05000243330248335,0.05160182026541334,0.11243298906247542,0.11032843438422221,0.11455077001674306,0.12476562024329682,0.1221109774306487,0.12746167937485245,0.0485574621722487,0.047571953995984274,0.049400609741101525
17,14.342414842105264,0.05881007650620859,0.057552330979714066,0.059998532023714635,0.2806526350694074,0.25148422574306656,0.3072963490750067,0.14279677644830405,0.13318249467158985,0.15170253235901707,0.10401923861204684,0.09354448373513834,0.11308906142674774,0.04951209246846694,0.048585898842356444,0.05046120143386835,0.11298529932942913,0.11034829784450231,0.11559808153312064,0.1290332972060733,0.1255966772784461,0.13243386467829701,0.04682020982544963,0.045720682437965426,0.04775227103078292
18,14.421380421052632,0.05588837497975358,0.054380221924546335,0.057250273977287484,0.2796858645737954,0.24839018340077165,0.307645523955733,0.1545597089222681,0.13565173926891402,0.17081938589624782,0.10329339909109801,0.09223176093853937,0.1119744720941686,0.048608778426159065,0.04751348178723837,0.04979143502372297,0.11332127936981896,0.11025235829536642,0.11600837445758412,0.13336914532359162,0.12920739896552932,0.13712185635583085,0.04509717361215097,0.04365956631646534,0.04624517027982652
19,14.500346,0.05219370328801837,0.05050423363035862,0.05393885475965386,0.28720776222648364,0.25258338939053127,0.3219505657604805,0.17963132069452697,0.14194173398709636,0.2146508371042023,0.10304014979765849,0.09190300721594605,0.11258024758098252,0.04791950965853395,0.04635894124466562,0.049436878332259425,0.11314134770570844,0.10938723398565615,0.11685229182456652,0.13671796109607795,0.13108665976161837,0.1422763315221549,0.043432212495553596,0.04173322458180492,0.04484449137782661
