bin,M_500c,M_hot_gas_500c_mpq,M_hot_gas_500c_mpq-,M_hot_gas_500c_mpq+,T_sl_wo_recent_AGN_500c_mpq,T_sl_wo_recent_AGN_500c_mpq-,T_sl_wo_recent_AGN_500c_mpq+,L_X_ROSAT_obs_wo_recent_AGN_500c_mpq,L_X_ROSAT_obs_wo_recent_AGN_500c_mpq-,L_X_ROSAT_obs_wo_recent_AGN_500c_mpq+,Y_X_500c_mpq,Y_X_500c_mpq-,Y_X_500c_mpq+,Y_SZ_500c_mpq,Y_SZ_500c_mpq-,Y_SZ_500c_mpq+,T_mw_hot_gas_wo_recent_AGN_500c_mpq,T_mw_hot_gas_wo_recent_AGN_500c_mpq-,T_mw_hot_gas_wo_recent_AGN_500c_mpq+,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_mpq,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_mpq-,L_X_ROSAT_obs_wo_recent_AGN_ce_500c_mpq+,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_Y_SZ_500c_mpq,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_Y_SZ_500c_mpq-,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_Y_SZ_500c_mpq+
10,14.039923684210526,0.08486599211921364,0.08442289775425084,0.08531439051780088,0.10605169078093449,0.10457721079704463,0.10769463238180609,0.14105785827950124,0.13992651908894124,0.1420549949707285,0.0675936800983534,0.06719258914027632,0.0679983569642545,0.06286320396252454,0.06249665223826731,0.06323669434968898,0.12130753861031664,0.1202663151532989,0.12231351896408112,0.14249443552536561,0.14167433837520638,0.14331758829356409,0.05707221192915915,0.055541718646165465,0.05795852014080637
11,14.143916052631578,0.07824328375037368,0.07778146532265766,0.0786903264298015,0.1073861610321443,0.1052882694851895,0.10954509145428631,0.1396416916732076,0.13826991056934576,0.14091598638374767,0.0636026219805213,0.06312604259462999,0.06405440660480108,0.058685194036007984,0.058267147866094,0.059077449894643294,0.11539915094835757,0.11422641525863804,0.11647939321718818,0.13999768367815654,0.13905853614531663,0.14090182811971996,0.05271737079446972,0.05070855941589591,0.05367370318477576
12,14.247908421052632,0.07116100308320789,0.0706780481502279,0.07165216581076497,0.11143177892297715,0.10828901811727723,0.11453829283368153,0.13803707351034752,0.1367425556503687,0.1393286450954495,0.06085331831459264,0.06023644118237962,0.06148676209917334,0.05520349122360464,0.05476979919087869,0.05564326640575686,0.10966138198319493,0.10837081161332793,0.11075483454361057,0.13668186230323257,0.13572162607242735,0.13769165972793915,0.0489650511663212,0.047256150011015026,0.04993812630085234
13,14.351900789473683,0.06445439757566977,0.06394798842894665,0.06498569823170643,0.1172904036366093,0.11332989876276887,0.12170907965688696,0.1373412879823276,0.1358636196723456,0.1388421659225493,0.05956345258537338,0.05855497541019881,0.06055530215212384,0.052644145279587704,0.05213042504890593,0.05313671167918881,0.10466403045416181,0.10338411470543574,0.1058000244585068,0.1340446727157914,0.13283259579231554,0.13524468056300537,0.04590709302596588,0.044109858799035444,0.04704890538056673
14,14.455893157894737,0.05855244443135238,0.05794127403768318,0.05907954681128068,0.12461702401583749,0.11952246959318535,0.1296113800985743,0.13810563025719114,0.1364373378957964,0.13982751765009996,0.05987962191893008,0.058618269173609044,0.060986829794969645,0.05095917425859971,0.05031954453496184,0.051547392720230775,0.10107611628466917,0.09965818398797237,0.10244407212188546,0.13315799815308033,0.13166912241885556,0.13449362311643057,0.04358745668683132,0.04166328552822464,0.04456703575663496
15,14.559885526315789,0.053562717516667205,0.052922861236450326,0.05425444514869145,0.13388601213243828,0.12779100537176127,0.13921779737436135,0.14121745792552942,0.1389740094402585,0.1434053942578188,0.06093057601302811,0.059297612376723166,0.06247930310386257,0.050157014333036,0.0494663967890211,0.05081276040604372,0.09983324860580625,0.09809586302693576,0.10137971022858691,0.1341678701657267,0.13213191971757485,0.136064954259654,0.04128550312325835,0.039094800442018546,0.04261547886016597
16,14.663877894736842,0.049464428133483465,0.048719241652037865,0.050250955075563,0.14317339421483186,0.13737302826598127,0.14902073377133299,0.1458715706940954,0.1431016114351011,0.14873815839470234,0.06282071842884857,0.06095131445111889,0.06472015018513479,0.050127552718058924,0.04922941896524486,0.051106181403274206,0.1006742437201406,0.0986740543811303,0.10256853471896311,0.1372174852541033,0.13441944990108973,0.1397430697586935,0.03915237479651297,0.03642570284161748,0.04071077549092761
17,14.767870263157894,0.04625979343362341,0.04536364189883512,0.047144819338778794,0.15269973880103416,0.14762336663914044,0.15856665359378203,0.15127313898343903,0.14693914009792775,0.15530821807524345,0.06488098366927264,0.06283893436825372,0.06668241953499154,0.05065368877916872,0.049383171769419795,0.051765503315855124,0.10311721342512817,0.10045774259107577,0.10581139194032357,0.14121541618321815,0.13778441800885532,0.14477499791142337,0.036986029462569486,0.03312670848879309,0.03909223022287691
18,14.871862631578948,0.0440213118322286,0.042775661148823,0.04505949730340766,0.16140400367890756,0.15462316317625843,0.16785207348875647,0.15792072803532295,0.1522084691124132,0.16323294096232033,0.06693878725190477,0.06449729051447071,0.06912711593231227,0.051231929418446814,0.049646520311278135,0.05275063086084122,0.10582595147823479,0.10238147859391028,0.10915496611491622,0.14594011231876433,0.14076436616451693,0.15145177016937603,0.03574400916857781,0.03098150344809913,0.03816876567398042
19,14.975855,0.042275179095553145,0.04073733873596267,0.04365501299841592,0.16505245704013605,0.15658159184902284,0.17381240946322338,0.16297830749618963,0.15548005224206363,0.16995076723930813,0.06829971719789286,0.06518622866311427,0.07106983075438833,0.051467615450175336,0.049394877804463125,0.05349385686332729,0.10623608971006698,0.10140145020510882,0.11050031179693887,0.15117699327246392,0.14392358465558075,0.1578045321557513,0.03415222826898828,0.028492345921350373,0.03712487193342046
